,Board State,Score,Best Move,Depth
669,"((1, 1, -1), (0, 0, 0), (1, -1, 0))",0,"(1, 0)",5
672,"((1, 1, -1), (1, 0, 0), (0, 0, -1))",-2,"(1, 2)",5
673,"((1, 1, -1), (0, 1, 0), (0, 0, -1))",-2,"(1, 2)",5
1519,"((-1, 1, 1), (1, -1, 0), (0, 0, 0))",-2,"(2, 2)",5
674,"((1, 1, -1), (0, 0, 1), (0, 0, -1))",-2,"(2, 0)",5
1321,"((1, 0, 1), (0, 1, -1), (0, -1, 0))",2,"(0, 1)",5
675,"((1, 1, -1), (0, 0, 0), (1, 0, -1))",-2,"(1, 2)",5
670,"((1, 1, -1), (0, 0, 0), (0, -1, 1))",0,"(1, 1)",5
357,"((1, -1, 0), (0, 1, 0), (1, -1, 0))",2,"(0, 2)",5
423,"((1, -1, 0), (0, -1, 1), (0, 1, 0))",0,"(2, 0)",5
1435,"((1, 0, 0), (0, 1, 1), (0, -1, -1))",-2,"(2, 0)",5
167,"((1, -1, 1), (1, 0, 0), (0, -1, 0))",-2,"(1, 1)",5
1061,"((1, 0, 0), (-1, 0, 1), (0, -1, 1))",2,"(0, 1)",5
1007,"((1, 0, 1), (-1, 0, 0), (0, -1, 1))",2,"(0, 1)",5
1172,"((1, 0, 1), (0, -1, -1), (0, 1, 0))",-2,"(1, 0)",5
170,"((1, -1, 1), (0, 1, 0), (0, -1, 0))",2,"(1, 0)",5
1714,"((-1, 1, 0), (1, -1, 0), (0, 1, 0))",-2,"(0, 2)",5
1060,"((1, 0, 0), (-1, 0, 1), (1, -1, 0))",0,"(0, 2)",5
253,"((1, -1, 0), (1, 0, -1), (0, 1, 0))",0,"(2, 0)",5
1009,"((1, 0, 1), (-1, 1, 0), (0, 0, -1))",2,"(0, 1)",5
1006,"((1, 0, 1), (-1, 0, 0), (1, -1, 0))",2,"(0, 1)",5
1718,"((-1, 1, 0), (1, -1, 0), (0, 0, 1))",0,"(0, 2)",5
1010,"((1, 0, 1), (-1, 0, 1), (0, 0, -1))",0,"(0, 1)",5
1011,"((1, 0, 1), (-1, 0, 0), (1, 0, -1))",2,"(0, 1)",5
1168,"((1, 0, 1), (0, -1, -1), (1, 0, 0))",-2,"(1, 0)",5
175,"((1, -1, 1), (0, 0, 0), (1, -1, 0))",-2,"(1, 1)",5
1012,"((1, 0, 1), (-1, 0, 0), (0, 1, -1))",0,"(0, 1)",5
176,"((1, -1, 1), (0, 0, 0), (0, -1, 1))",-2,"(1, 1)",5
249,"((1, -1, 0), (1, 1, -1), (0, 0, 0))",2,"(0, 2)",5
178,"((1, -1, 1), (1, 0, 0), (0, 0, -1))",0,"(2, 0)",5
179,"((1, -1, 1), (0, 1, 0), (0, 0, -1))",0,"(2, 0)",5
173,"((1, -1, 1), (0, 0, 1), (0, -1, 0))",-2,"(1, 1)",5
1175,"((1, 0, 1), (0, -1, -1), (0, 0, 1))",-2,"(0, 1)",5
256,"((1, -1, 0), (1, 0, -1), (0, 0, 1))",2,"(0, 2)",5
162,"((1, -1, 1), (0, 0, 0), (-1, 0, 1))",2,"(1, 0)",5
278,"((1, -1, 0), (1, 1, 0), (0, 0, -1))",2,"(0, 2)",5
276,"((1, -1, 0), (1, 0, 0), (0, -1, 1))",-2,"(1, 1)",5
148,"((1, -1, 1), (1, 0, 0), (-1, 0, 0))",-2,"(2, 1)",5
275,"((1, -1, 0), (1, 0, 1), (0, -1, 0))",-2,"(1, 1)",5
993,"((1, 0, 1), (-1, 0, 1), (-1, 0, 0))",2,"(0, 1)",5
273,"((1, -1, 0), (1, 1, 0), (0, -1, 0))",2,"(0, 2)",5
1708,"((-1, 1, 0), (1, -1, 0), (1, 0, 0))",-2,"(2, 2)",5
1064,"((1, 0, 0), (-1, 0, 1), (0, 1, -1))",0,"(0, 1)",5
270,"((1, -1, 0), (1, 0, 0), (-1, 0, 1))",-2,"(1, 1)",5
154,"((1, -1, 1), (0, 1, 0), (-1, 0, 0))",0,"(2, 2)",5
268,"((1, -1, 0), (1, 0, 0), (-1, 1, 0))",0,"(1, 1)",5
995,"((1, 0, 1), (-1, 0, 0), (-1, 1, 0))",2,"(0, 1)",5
266,"((1, -1, 0), (1, 0, 1), (-1, 0, 0))",-2,"(1, 1)",5
1134,"((1, 1, 0), (0, -1, 0), (-1, 1, 0))",-2,"(0, 2)",5
261,"((1, -1, 0), (1, 1, 0), (-1, 0, 0))",2,"(0, 2)",5
997,"((1, 0, 1), (-1, 0, 0), (-1, 0, 1))",2,"(0, 1)",5
158,"((1, -1, 1), (0, 0, 1), (-1, 0, 0))",0,"(2, 2)",5
1063,"((1, 0, 0), (-1, 0, 1), (1, 0, -1))",0,"(0, 1)",5
1001,"((1, 0, 1), (-1, 1, 0), (0, -1, 0))",2,"(0, 1)",5
160,"((1, -1, 1), (0, 0, 0), (-1, 1, 0))",0,"(1, 1)",5
1004,"((1, 0, 1), (-1, 0, 1), (0, -1, 0))",2,"(0, 1)",5
1770,"((-1, 1, 0), (1, 0, 0), (0, 1, -1))",-2,"(1, 1)",5
279,"((1, -1, 0), (1, 0, 1), (0, 0, -1))",2,"(0, 2)",5
1018,"((1, 0, 0), (-1, 1, -1), (1, 0, 0))",2,"(0, 1)",5
181,"((1, -1, 1), (0, 0, 0), (1, 0, -1))",2,"(1, 0)",5
1026,"((1, 0, 0), (-1, 1, 1), (-1, 0, 0))",0,"(2, 2)",5
1751,"((-1, 1, 0), (1, 0, 1), (-1, 0, 0))",-2,"(1, 1)",5
1045,"((1, 0, 0), (-1, -1, 1), (1, 0, 0))",0,"(0, 1)",5
223,"((1, -1, -1), (1, 0, 0), (0, 0, 1))",2,"(1, 1)",5
1741,"((-1, 1, 0), (1, 0, -1), (0, 0, 1))",0,"(1, 1)",5
1028,"((1, 0, 0), (-1, 1, 0), (-1, 1, 0))",2,"(0, 1)",5
208,"((1, -1, -1), (1, 0, 1), (0, 0, 0))",2,"(1, 1)",5
1151,"((1, 1, 0), (0, -1, 0), (0, 1, -1))",-2,"(0, 2)",5
1038,"((1, 0, 0), (-1, 1, 0), (0, 1, -1))",0,"(0, 1)",5
231,"((1, -1, 0), (1, -1, 1), (0, 0, 0))",-2,"(2, 0)",5
1150,"((1, 1, 0), (0, -1, 0), (1, 0, -1))",2,"(0, 2)",5
1037,"((1, 0, 0), (-1, 1, 0), (1, 0, -1))",0,"(0, 2)",5
1036,"((1, 0, 0), (-1, 1, 1), (0, 0, -1))",0,"(0, 1)",5
1148,"((1, 1, 0), (1, -1, 0), (0, 0, -1))",2,"(0, 2)",5
1746,"((-1, 1, 0), (1, 1, 0), (-1, 0, 0))",2,"(0, 2)",5
1146,"((1, 1, 0), (0, -1, 0), (0, -1, 1))",0,"(0, 2)",5
1034,"((1, 0, 0), (-1, 1, 0), (1, -1, 0))",2,"(0, 1)",5
218,"((1, -1, -1), (1, 0, 0), (0, 1, 0))",2,"(1, 1)",5
1145,"((1, 1, 0), (0, -1, 0), (1, -1, 0))",2,"(0, 2)",5
1032,"((1, 0, 0), (-1, 1, 1), (0, -1, 0))",0,"(2, 2)",5
1149,"((1, 1, 0), (0, -1, 1), (0, 0, -1))",0,"(0, 2)",5
1738,"((-1, 1, 0), (1, 0, -1), (0, 1, 0))",0,"(1, 1)",5
1753,"((-1, 1, 0), (1, 0, 0), (-1, 1, 0))",-2,"(1, 1)",5
1755,"((-1, 1, 0), (1, 0, 0), (-1, 0, 1))",0,"(1, 1)",5
1769,"((-1, 1, 0), (1, 0, 0), (1, 0, -1))",-2,"(0, 2)",5
182,"((1, -1, 1), (0, 0, 0), (0, 1, -1))",0,"(1, 0)",5
1057,"((1, 0, 0), (-1, 0, 1), (-1, 0, 1))",2,"(0, 1)",5
1768,"((-1, 1, 0), (1, 0, 1), (0, 0, -1))",-2,"(1, 1)",5
241,"((1, -1, 0), (1, -1, 0), (0, 0, 1))",-2,"(2, 0)",5
1767,"((-1, 1, 0), (1, 1, 0), (0, 0, -1))",2,"(0, 2)",5
1729,"((-1, 1, 0), (1, 1, -1), (0, 0, 0))",0,"(2, 1)",5
1136,"((1, 1, 0), (0, -1, 0), (-1, 0, 1))",-2,"(0, 2)",5
1765,"((-1, 1, 0), (1, 0, 0), (0, -1, 1))",0,"(0, 2)",5
1163,"((1, 0, 1), (1, -1, -1), (0, 0, 0))",2,"(0, 1)",5
1055,"((1, 0, 0), (-1, 0, 1), (-1, 1, 0))",2,"(0, 1)",5
1764,"((-1, 1, 0), (1, 0, 0), (1, -1, 0))",0,"(0, 2)",5
1021,"((1, 0, 0), (-1, 1, -1), (0, 1, 0))",2,"(0, 1)",5
238,"((1, -1, 0), (1, -1, 0), (0, 1, 0))",0,"(2, 0)",5
1052,"((1, 0, 0), (-1, -1, 1), (0, 0, 1))",0,"(0, 2)",5
1762,"((-1, 1, 0), (1, 0, 1), (0, -1, 0))",0,"(1, 1)",5
194,"((1, -1, -1), (1, 1, 0), (0, 0, 0))",2,"(1, 2)",5
1049,"((1, 0, 0), (-1, -1, 1), (0, 1, 0))",0,"(0, 2)",5
1734,"((-1, 1, 0), (1, 0, -1), (1, 0, 0))",-2,"(2, 2)",5
1759,"((-1, 1, 0), (1, 1, 0), (0, -1, 0))",0,"(1, 2)",5
1140,"((1, 1, 0), (1, -1, 0), (0, -1, 0))",2,"(0, 2)",5
180,"((1, -1, 1), (0, 0, 1), (0, 0, -1))",-2,"(2, 1)",5
1068,"((1, 0, 0), (-1, -1, 0), (1, 1, 0))",-2,"(1, 2)",5
1143,"((1, 1, 0), (0, -1, 1), (0, -1, 0))",0,"(0, 2)",5
1119,"((1, 1, 0), (0, -1, -1), (0, 0, 1))",-2,"(0, 2)",5
1189,"((1, 0, 1), (0, -1, 0), (-1, 1, 0))",0,"(0, 1)",5
16,"((1, -1, 1), (-1, 1, 0), (0, 0, 0))",2,"(1, 2)",5
349,"((1, -1, 0), (0, 1, 1), (-1, 0, 0))",2,"(0, 2)",5
99,"((1, -1, 1), (0, -1, 0), (0, 1, 0))",0,"(1, 0)",5
979,"((1, 0, 1), (-1, 0, -1), (0, 1, 0))",-2,"(1, 1)",5
1083,"((1, 0, 0), (-1, -1, 0), (0, 1, 1))",-2,"(1, 2)",5
1127,"((1, 1, 0), (1, -1, 0), (-1, 0, 0))",-2,"(0, 2)",5
1191,"((1, 0, 1), (0, -1, 0), (-1, 0, 1))",2,"(0, 1)",5
85,"((1, -1, 1), (0, -1, 1), (0, 0, 0))",-2,"(2, 1)",5
325,"((1, -1, 0), (-1, 1, 1), (0, 0, 0))",0,"(2, 2)",5
975,"((1, 0, 1), (-1, 0, -1), (1, 0, 0))",-2,"(1, 1)",5
1788,"((-1, 1, -1), (0, 1, 1), (0, 0, 0))",2,"(1, 0)",5
78,"((1, -1, 1), (1, -1, 0), (0, 0, 0))",-2,"(2, 1)",5
1195,"((1, 0, 1), (1, -1, 0), (0, -1, 0))",-2,"(0, 1)",5
102,"((1, -1, 1), (0, -1, 0), (0, 0, 1))",-2,"(1, 2)",5
970,"((1, 0, 1), (-1, 1, -1), (0, 0, 0))",2,"(0, 1)",5
1086,"((1, 0, 0), (-1, 0, -1), (0, 1, 1))",-2,"(1, 1)",5
61,"((1, -1, 1), (-1, 0, 0), (0, 0, 1))",2,"(1, 1)",5
332,"((1, -1, 0), (-1, 1, 0), (1, 0, 0))",2,"(0, 2)",5
1088,"((1, 0, 0), (-1, 0, 0), (-1, 1, 1))",-2,"(1, 1)",5
1198,"((1, 0, 1), (0, -1, 1), (0, -1, 0))",-2,"(0, 1)",5
280,"((1, -1, 0), (1, 0, 0), (0, 1, -1))",0,"(2, 0)",5
56,"((1, -1, 1), (-1, 0, 0), (0, 1, 0))",0,"(1, 1)",5
32,"((1, -1, 1), (-1, 0, 1), (0, 0, 0))",0,"(2, 2)",5
1692,"((-1, 1, -1), (1, 0, 0), (0, 0, 1))",0,"(1, 1)",5
1107,"((1, 1, 0), (1, -1, -1), (0, 0, 0))",2,"(0, 2)",5
336,"((1, -1, 0), (-1, 1, 0), (0, 1, 0))",0,"(2, 2)",5
1116,"((1, 1, 0), (0, -1, -1), (0, 1, 0))",-2,"(0, 2)",5
46,"((1, -1, 1), (-1, 0, 0), (1, 0, 0))",-2,"(1, 1)",5
341,"((1, -1, 0), (0, 1, -1), (1, 0, 0))",2,"(0, 2)",5
344,"((1, -1, 0), (0, 1, -1), (0, 1, 0))",0,"(2, 2)",5
1079,"((1, 0, 0), (-1, 0, 0), (1, 1, -1))",-2,"(1, 2)",5
92,"((1, -1, 1), (0, -1, 0), (1, 0, 0))",-2,"(1, 0)",5
1073,"((1, 0, 0), (-1, 0, -1), (1, 1, 0))",-2,"(1, 1)",5
138,"((1, -1, 1), (0, 0, -1), (0, 0, 1))",-2,"(1, 1)",5
1070,"((1, 0, 0), (-1, -1, 0), (1, 0, 1))",-2,"(1, 2)",5
1132,"((1, 1, 0), (0, -1, 1), (-1, 0, 0))",-2,"(0, 2)",5
135,"((1, -1, 1), (0, 0, -1), (0, 1, 0))",0,"(1, 1)",5
299,"((1, -1, -1), (0, 1, 1), (0, 0, 0))",2,"(1, 0)",5
989,"((1, 0, 1), (-1, 1, 0), (-1, 0, 0))",2,"(0, 1)",5
355,"((1, -1, 0), (0, 1, 1), (0, -1, 0))",2,"(0, 2)",5
1183,"((1, 0, 1), (1, -1, 0), (-1, 0, 0))",0,"(0, 1)",5
131,"((1, -1, 1), (0, 0, -1), (1, 0, 0))",2,"(1, 0)",5
309,"((1, -1, -1), (0, 1, 0), (1, 0, 0))",2,"(1, 0)",5
982,"((1, 0, 1), (-1, 0, -1), (0, 0, 1))",-2,"(1, 1)",5
1187,"((1, 0, 1), (0, -1, 1), (-1, 0, 0))",2,"(0, 1)",5
1701,"((-1, 1, 0), (1, -1, 1), (0, 0, 0))",-2,"(0, 2)",5
962,"((1, 0, 1), (-1, -1, 0), (0, 0, 1))",-2,"(1, 2)",5
1687,"((-1, 1, -1), (1, 0, 0), (0, 1, 0))",-2,"(1, 1)",5
126,"((1, -1, 1), (0, 1, -1), (0, 0, 0))",2,"(1, 0)",5
1077,"((1, 0, 0), (-1, 0, 0), (1, -1, 1))",-2,"(1, 1)",5
314,"((1, -1, -1), (0, 1, 0), (0, 1, 0))",0,"(2, 2)",5
119,"((1, -1, 1), (1, 0, -1), (0, 0, 0))",0,"(2, 0)",5
1075,"((1, 0, 0), (-1, 0, -1), (1, 0, 1))",-2,"(1, 1)",5
351,"((1, -1, 0), (0, 1, 0), (-1, 1, 0))",0,"(2, 2)",5
1200,"((1, 0, 1), (0, -1, 0), (1, -1, 0))",-2,"(0, 1)",5
3031,"((0, -1, 1), (0, 1, -1), (-1, 0, 1))",2,"(0, 0)",6
3032,"((0, -1, 1), (0, 1, -1), (0, -1, 1))",2,"(0, 0)",6
3107,"((0, -1, 1), (-1, 0, -1), (0, 1, 1))",2,"(1, 1)",6
3466,"((-1, 0, -1), (1, 0, 1), (0, -1, 1))",2,"(1, 1)",6
3492,"((-1, -1, 0), (1, -1, 0), (1, 1, 0))",2,"(2, 2)",6
3493,"((-1, -1, 0), (1, 0, -1), (1, 1, 0))",2,"(0, 2)",6
1050,"((1, 0, 0), (-1, -1, 1), (-1, 0, 1))",2,"(0, 2)",6
783,"((1, 0, -1), (-1, -1, 1), (0, 1, 0))",0,"(2, 0)",6
3494,"((-1, -1, 0), (1, 0, 0), (1, 1, -1))",-2,"(0, 2)",6
3106,"((0, -1, 1), (-1, -1, 0), (0, 1, 1))",2,"(1, 2)",6
3035,"((0, -1, 1), (0, 1, 1), (-1, -1, 0))",2,"(1, 0)",6
3037,"((0, -1, 1), (0, 1, 1), (-1, 0, -1))",2,"(1, 0)",6
1047,"((1, 0, 0), (-1, -1, 1), (-1, 1, 0))",2,"(0, 2)",6
1048,"((1, 0, 0), (-1, -1, 1), (0, 1, -1))",0,"(0, 1)",6
749,"((1, 0, -1), (0, 1, -1), (1, -1, 0))",2,"(1, 0)",6
1106,"((1, 1, 0), (1, -1, -1), (0, 0, -1))",2,"(0, 2)",6
745,"((1, 0, -1), (-1, 1, 0), (-1, 1, 0))",2,"(0, 1)",6
3479,"((-1, 0, 0), (1, 0, 1), (-1, 1, -1))",2,"(1, 1)",6
3023,"((0, -1, 1), (-1, 1, 0), (-1, 0, 1))",2,"(0, 0)",6
3108,"((0, -1, 1), (-1, 0, 0), (-1, 1, 1))",2,"(0, 0)",6
746,"((1, 0, -1), (-1, 1, 0), (0, 1, -1))",2,"(0, 1)",6
776,"((1, 0, -1), (-1, -1, 1), (1, 0, 0))",0,"(0, 1)",6
3527,"((-1, -1, 0), (1, 0, -1), (0, 1, 1))",2,"(2, 0)",6
1042,"((1, 0, 0), (-1, -1, 1), (1, -1, 0))",0,"(0, 1)",6
3484,"((-1, 0, 0), (1, 0, 1), (1, -1, -1))",2,"(1, 1)",6
3115,"((0, -1, 1), (0, 0, -1), (-1, 1, 1))",0,"(0, 0)",6
3528,"((-1, -1, 0), (1, 0, 0), (-1, 1, 1))",0,"(0, 2)",6
3475,"((-1, 0, 0), (1, -1, 1), (-1, 0, 1))",2,"(0, 2)",6
1044,"((1, 0, 0), (-1, -1, 1), (1, 0, -1))",0,"(0, 1)",6
3473,"((-1, 0, 0), (1, -1, 1), (-1, 1, 0))",-2,"(0, 1)",6
3024,"((0, -1, 1), (-1, 1, 0), (0, -1, 1))",2,"(0, 0)",6
3112,"((0, -1, 1), (0, -1, 0), (-1, 1, 1))",2,"(1, 2)",6
3029,"((0, -1, 1), (0, 1, -1), (0, 1, -1))",2,"(2, 0)",6
3470,"((-1, 0, 0), (1, -1, 1), (1, -1, 0))",-2,"(0, 1)",6
3526,"((-1, -1, 0), (1, -1, 0), (0, 1, 1))",2,"(0, 2)",6
1109,"((1, 1, 0), (0, -1, -1), (1, -1, 0))",2,"(0, 2)",6
3476,"((-1, 0, 0), (1, -1, 1), (0, -1, 1))",2,"(0, 2)",6
3111,"((0, -1, 1), (0, -1, -1), (0, 1, 1))",2,"(2, 0)",6
1111,"((1, 1, 0), (0, -1, -1), (1, 0, -1))",2,"(0, 2)",6
3028,"((0, -1, 1), (0, 1, -1), (-1, 1, 0))",0,"(0, 0)",6
3481,"((-1, 0, 0), (1, 0, 1), (-1, -1, 1))",2,"(0, 1)",6
778,"((1, 0, -1), (-1, 0, 1), (1, -1, 0))",0,"(0, 1)",6
1033,"((1, 0, 0), (-1, 1, 0), (1, -1, -1))",2,"(0, 2)",6
780,"((1, 0, -1), (-1, 0, 1), (1, 0, -1))",0,"(0, 1)",6
1069,"((1, 0, 0), (-1, -1, 0), (1, -1, 1))",-2,"(0, 1)",6
3496,"((-1, -1, 0), (1, -1, 0), (1, 0, 1))",2,"(2, 1)",6
3090,"((0, -1, 1), (0, -1, -1), (1, 1, 0))",2,"(1, 0)",6
3060,"((0, -1, 1), (-1, 0, 1), (-1, 1, 0))",2,"(2, 2)",6
3061,"((0, -1, 1), (-1, 0, 1), (0, 1, -1))",0,"(0, 0)",6
1082,"((1, 0, 0), (-1, -1, 0), (-1, 1, 1))",-2,"(0, 1)",6
758,"((1, 0, -1), (0, 1, 0), (-1, 1, -1))",2,"(0, 1)",6
3065,"((0, -1, 1), (0, -1, 1), (1, 0, -1))",-2,"(0, 0)",6
3512,"((-1, 0, 0), (1, -1, -1), (1, 0, 1))",2,"(2, 1)",6
3513,"((-1, 0, 0), (1, -1, 0), (1, -1, 1))",0,"(0, 1)",6
3087,"((0, -1, 1), (-1, 0, 0), (1, -1, 1))",2,"(1, 1)",6
3067,"((0, -1, 1), (0, -1, 1), (-1, 1, 0))",2,"(2, 2)",6
3068,"((0, -1, 1), (0, -1, 1), (0, 1, -1))",0,"(0, 0)",6
756,"((1, 0, -1), (0, 1, 1), (-1, 0, -1))",2,"(1, 0)",6
3465,"((-1, 0, -1), (1, 0, 1), (-1, 0, 1))",2,"(1, 1)",6
3516,"((-1, 0, 0), (1, 0, -1), (1, 1, -1))",-2,"(0, 1)",6
3085,"((0, -1, 1), (-1, -1, 0), (1, 0, 1))",2,"(1, 2)",6
3071,"((0, -1, 1), (0, 0, 1), (-1, 1, -1))",0,"(0, 0)",6
3083,"((0, -1, 1), (-1, 0, 0), (1, 1, -1))",2,"(1, 1)",6
3082,"((0, -1, 1), (-1, 0, -1), (1, 1, 0))",2,"(1, 1)",6
1074,"((1, 0, 0), (-1, 0, -1), (1, -1, 1))",2,"(1, 1)",6
3518,"((-1, 0, 0), (1, 0, -1), (1, -1, 1))",0,"(0, 1)",6
754,"((1, 0, -1), (0, 1, 1), (-1, -1, 0))",2,"(1, 0)",6
3081,"((0, -1, 1), (-1, -1, 0), (1, 1, 0))",2,"(2, 2)",6
3074,"((0, -1, 1), (0, 0, 1), (1, -1, -1))",2,"(1, 1)",6
1072,"((1, 0, 0), (-1, 0, -1), (1, 1, -1))",-2,"(0, 1)",6
1067,"((1, 0, 0), (-1, -1, 0), (1, 1, -1))",0,"(1, 2)",6
3059,"((0, -1, 1), (-1, -1, 1), (0, 1, 0))",2,"(2, 2)",6
1051,"((1, 0, 0), (-1, -1, 1), (0, -1, 1))",2,"(0, 2)",6
3091,"((0, -1, 1), (0, -1, 0), (1, 1, -1))",0,"(0, 0)",6
3510,"((-1, 0, 0), (1, -1, -1), (1, 1, 0))",2,"(2, 2)",6
3497,"((-1, -1, 0), (1, 0, -1), (1, 0, 1))",2,"(0, 2)",6
3498,"((-1, -1, 0), (1, 0, 0), (1, -1, 1))",-2,"(0, 2)",6
764,"((1, 0, -1), (0, 1, 0), (1, -1, -1))",2,"(1, 0)",6
3039,"((0, -1, 1), (0, 1, 0), (-1, 1, -1))",0,"(0, 0)",6
1054,"((1, 0, 0), (-1, 0, 1), (-1, 1, -1))",2,"(0, 1)",6
3501,"((-1, 0, -1), (1, -1, 0), (1, 1, 0))",2,"(2, 2)",6
3098,"((0, -1, 1), (0, 0, -1), (1, -1, 1))",2,"(1, 1)",6
3502,"((-1, 0, -1), (1, 0, -1), (1, 1, 0))",2,"(2, 2)",6
3041,"((0, -1, 1), (0, 1, 0), (-1, -1, 1))",2,"(0, 0)",6
3503,"((-1, 0, -1), (1, 0, 0), (1, 1, -1))",-2,"(0, 1)",6
3096,"((0, -1, 1), (0, 0, -1), (1, 1, -1))",2,"(0, 0)",6
1104,"((1, 1, 0), (1, -1, -1), (0, -1, 0))",2,"(0, 2)",6
762,"((1, 0, -1), (0, 1, 1), (0, -1, -1))",2,"(1, 0)",6
3044,"((0, -1, 1), (0, 1, 1), (0, -1, -1))",2,"(1, 0)",6
3505,"((-1, 0, -1), (1, -1, 0), (1, 0, 1))",2,"(2, 1)",6
1056,"((1, 0, 0), (-1, 0, 1), (-1, -1, 1))",2,"(0, 1)",6
1102,"((1, 1, 0), (1, -1, -1), (-1, 0, 0))",2,"(0, 2)",6
3506,"((-1, 0, -1), (1, 0, -1), (1, 0, 1))",2,"(2, 1)",6
3507,"((-1, 0, -1), (1, 0, 0), (1, -1, 1))",0,"(0, 1)",6
3054,"((0, -1, 1), (-1, -1, 1), (1, 0, 0))",2,"(2, 2)",6
3093,"((0, -1, 1), (0, -1, -1), (1, 0, 1))",2,"(2, 1)",6
751,"((1, 0, -1), (0, 1, -1), (-1, 1, 0))",2,"(0, 1)",6
3055,"((0, -1, 1), (-1, 0, 1), (1, -1, 0))",2,"(1, 1)",6
3057,"((0, -1, 1), (-1, 0, 1), (1, 0, -1))",2,"(1, 1)",6
1085,"((1, 0, 0), (-1, 0, -1), (-1, 1, 1))",2,"(1, 1)",6
1059,"((1, 0, 0), (-1, 0, 1), (1, -1, -1))",2,"(0, 2)",6
3086,"((0, -1, 1), (-1, 0, -1), (1, 0, 1))",2,"(1, 1)",6
960,"((1, 0, 1), (-1, -1, 0), (-1, 0, 1))",2,"(0, 1)",6
785,"((1, 0, -1), (-1, 0, 1), (-1, 1, 0))",2,"(1, 1)",6
988,"((1, 0, 1), (-1, 1, 0), (-1, 0, -1))",2,"(0, 1)",6
985,"((1, 0, 1), (-1, 1, 0), (-1, -1, 0))",2,"(0, 1)",6
3187,"((0, 0, 1), (-1, -1, 0), (-1, 1, 1))",2,"(1, 2)",6
3190,"((0, 0, 1), (-1, 0, -1), (-1, 1, 1))",-2,"(0, 0)",6
889,"((1, 1, 0), (-1, 1, -1), (-1, 0, 0))",2,"(0, 2)",6
892,"((1, 1, 0), (-1, 1, -1), (0, -1, 0))",2,"(0, 2)",6
894,"((1, 1, 0), (-1, 1, -1), (0, 0, -1))",2,"(0, 2)",6
981,"((1, 0, 1), (-1, 0, -1), (0, -1, 1))",2,"(0, 1)",6
990,"((1, 0, 1), (-1, 0, 1), (-1, -1, 0))",2,"(0, 1)",6
897,"((1, 1, 0), (-1, 0, -1), (1, -1, 0))",2,"(0, 2)",6
902,"((1, 1, 0), (-1, 0, -1), (-1, 1, 0))",2,"(0, 2)",6
903,"((1, 1, 0), (-1, 0, -1), (0, 1, -1))",2,"(0, 2)",6
980,"((1, 0, 1), (-1, 0, -1), (-1, 0, 1))",2,"(0, 1)",6
905,"((1, 1, 0), (-1, 0, -1), (-1, 0, 1))",2,"(0, 2)",6
3292,"((0, 0, 1), (0, 1, -1), (-1, -1, 1))",2,"(0, 0)",6
906,"((1, 1, 0), (-1, 0, -1), (0, -1, 1))",2,"(0, 2)",6
3290,"((0, 0, 1), (0, 1, -1), (-1, 1, -1))",2,"(0, 1)",6
910,"((1, 1, 0), (-1, 1, 0), (-1, -1, 0))",2,"(0, 2)",6
899,"((1, 1, 0), (-1, 0, -1), (1, 0, -1))",2,"(0, 2)",6
978,"((1, 0, 1), (-1, 0, -1), (0, 1, -1))",2,"(0, 1)",6
3179,"((0, 0, 1), (-1, 0, -1), (1, -1, 1))",2,"(1, 1)",6
3177,"((0, 0, 1), (-1, 0, -1), (1, 1, -1))",2,"(1, 1)",6
846,"((1, 0, -1), (0, -1, -1), (0, 1, 1))",2,"(2, 0)",6
849,"((1, 0, -1), (0, 0, -1), (-1, 1, 1))",2,"(1, 1)",6
1003,"((1, 0, 1), (-1, 0, 1), (0, -1, -1))",2,"(0, 1)",6
3165,"((0, 0, 1), (-1, 0, 1), (1, -1, -1))",2,"(0, 0)",6
867,"((1, 1, 0), (-1, -1, 1), (-1, 0, 0))",2,"(0, 2)",6
871,"((1, 1, 0), (-1, -1, 1), (0, -1, 0))",2,"(0, 2)",6
1000,"((1, 0, 1), (-1, 1, 0), (0, -1, -1))",2,"(0, 1)",6
874,"((1, 1, 0), (-1, -1, 1), (0, 0, -1))",2,"(0, 2)",6
992,"((1, 0, 1), (-1, 0, 1), (-1, 0, -1))",2,"(0, 1)",6
996,"((1, 0, 1), (-1, 0, 0), (-1, -1, 1))",2,"(0, 1)",6
3174,"((0, 0, 1), (-1, -1, 0), (1, -1, 1))",2,"(1, 2)",6
994,"((1, 0, 1), (-1, 0, 0), (-1, 1, -1))",2,"(0, 1)",6
877,"((1, 1, 0), (-1, -1, 0), (1, -1, 0))",2,"(0, 2)",6
879,"((1, 1, 0), (-1, -1, 0), (1, 0, -1))",2,"(0, 2)",6
882,"((1, 1, 0), (-1, -1, 0), (-1, 1, 0))",2,"(0, 2)",6
883,"((1, 1, 0), (-1, -1, 0), (0, 1, -1))",2,"(0, 2)",6
885,"((1, 1, 0), (-1, -1, 0), (-1, 0, 1))",2,"(0, 2)",6
886,"((1, 1, 0), (-1, -1, 0), (0, -1, 1))",2,"(0, 2)",6
3172,"((0, 0, 1), (-1, -1, 0), (1, 1, -1))",-2,"(0, 0)",6
912,"((1, 1, 0), (-1, 1, 0), (-1, 0, -1))",2,"(0, 2)",6
915,"((1, 1, 0), (-1, 0, 1), (-1, -1, 0))",2,"(0, 2)",6
