,Board State,Score,Best Move,Depth
4196,"((0, 0, 0), (0, 1, 1), (-1, -1, 0))",2,"(1, 0)",4
277,"((1, -1, 0), (1, 0, 0), (0, -1, 0))",2,"(1, 1)",4
3522,"((-1, 0, 0), (1, 0, 0), (1, -1, 0))",2,"(1, 1)",4
281,"((1, -1, 0), (1, 0, 0), (0, 0, -1))",2,"(1, 1)",4
3520,"((-1, 0, 0), (1, 0, -1), (1, 0, 0))",0,"(0, 2)",4
753,"((1, 0, -1), (0, 1, -1), (0, 0, 0))",2,"(2, 2)",4
3524,"((-1, 0, 0), (1, 0, 0), (1, 0, -1))",2,"(1, 1)",4
3659,"((0, -1, 0), (1, -1, 0), (1, 0, 0))",2,"(0, 0)",4
4188,"((0, 0, 0), (0, 1, -1), (-1, 1, 0))",2,"(0, 0)",4
3544,"((-1, 0, 0), (1, 0, 0), (-1, 1, 0))",2,"(1, 1)",4
2294,"((0, 1, 0), (-1, 1, 0), (0, 0, -1))",2,"(0, 0)",4
3575,"((0, -1, -1), (1, 1, 0), (0, 0, 0))",2,"(0, 0)",4
1848,"((-1, 1, 0), (0, 1, 0), (0, 0, -1))",2,"(0, 2)",4
722,"((1, 0, -1), (1, 0, 0), (0, -1, 0))",2,"(1, 1)",4
271,"((1, -1, 0), (1, 0, 0), (-1, 0, 0))",2,"(1, 1)",4
1940,"((-1, 1, 0), (-1, 0, 0), (1, 0, 0))",2,"(1, 1)",4
4183,"((0, 0, 0), (0, 1, -1), (1, -1, 0))",2,"(0, 0)",4
4333,"((0, 0, -1), (-1, 0, 1), (1, 0, 0))",0,"(0, 0)",4
3542,"((-1, 0, 0), (1, 0, -1), (0, 1, 0))",0,"(0, 1)",4
726,"((1, 0, -1), (1, 0, 0), (0, 0, -1))",2,"(1, 2)",4
3551,"((-1, 0, 0), (1, 0, 0), (-1, 0, 1))",2,"(1, 2)",4
3550,"((-1, 0, 0), (1, 0, -1), (0, 0, 1))",0,"(0, 1)",4
3549,"((-1, 0, 0), (1, -1, 0), (0, 0, 1))",0,"(0, 1)",4
3548,"((-1, 0, -1), (1, 0, 0), (0, 0, 1))",0,"(0, 1)",4
3547,"((-1, -1, 0), (1, 0, 0), (0, 0, 1))",2,"(0, 2)",4
183,"((1, -1, 1), (0, 0, 0), (0, 0, -1))",2,"(2, 0)",4
3545,"((-1, 0, 0), (1, 0, 0), (0, 1, -1))",2,"(1, 1)",4
4185,"((0, 0, 0), (0, 1, -1), (1, 0, -1))",2,"(0, 2)",4
3552,"((-1, 0, 0), (1, 0, 0), (0, -1, 1))",2,"(1, 2)",4
2253,"((0, 1, 1), (-1, 0, 0), (-1, 0, 0))",2,"(0, 0)",4
3640,"((0, -1, 0), (1, 0, 1), (0, -1, 0))",2,"(1, 1)",4
4133,"((0, 0, -1), (-1, 1, 0), (0, 1, 0))",2,"(0, 0)",4
3711,"((0, 0, -1), (1, 1, 0), (0, -1, 0))",2,"(0, 0)",4
2589,"((0, 1, 0), (0, 0, 0), (-1, 1, -1))",2,"(0, 0)",4
3683,"((0, -1, 0), (1, 0, 0), (-1, 1, 0))",0,"(0, 0)",4
2191,"((0, 1, -1), (0, 0, -1), (0, 0, 1))",2,"(1, 0)",4
352,"((1, -1, 0), (0, 1, 0), (-1, 0, 0))",2,"(1, 0)",4
1962,"((-1, 1, -1), (0, 0, 0), (0, 1, 0))",2,"(1, 1)",4
1970,"((-1, 1, 0), (0, -1, 0), (0, 1, 0))",-2,"(0, 2)",4
3725,"((0, 0, -1), (1, -1, 1), (0, 0, 0))",-2,"(0, 0)",4
1973,"((-1, 1, 0), (0, 0, -1), (0, 1, 0))",2,"(1, 1)",4
3684,"((0, -1, 0), (1, 0, 0), (0, 1, -1))",0,"(0, 0)",4
656,"((1, 1, -1), (0, 0, 0), (-1, 0, 0))",2,"(1, 1)",4
3686,"((0, -1, -1), (1, 0, 0), (0, 0, 1))",2,"(0, 0)",4
3687,"((0, -1, 0), (1, -1, 0), (0, 0, 1))",0,"(2, 1)",4
3688,"((0, -1, 0), (1, 0, -1), (0, 0, 1))",2,"(0, 0)",4
2192,"((0, 1, -1), (0, 0, 0), (-1, 0, 1))",2,"(1, 1)",4
3689,"((0, -1, 0), (1, 0, 0), (-1, 0, 1))",2,"(1, 1)",4
3690,"((0, -1, 0), (1, 0, 0), (0, -1, 1))",2,"(1, 1)",4
3707,"((0, 0, -1), (1, 1, 0), (-1, 0, 0))",2,"(0, 0)",4
4318,"((0, -1, 0), (0, 0, 1), (0, 1, -1))",0,"(0, 0)",4
4124,"((0, 0, -1), (0, 1, -1), (1, 0, 0))",2,"(2, 2)",4
4317,"((0, -1, 0), (0, 0, 1), (-1, 1, 0))",0,"(0, 0)",4
632,"((1, 1, -1), (0, 0, -1), (0, 0, 0))",-2,"(1, 0)",4
4128,"((0, 0, -1), (0, 1, 0), (1, 0, -1))",0,"(1, 2)",4
345,"((1, -1, 0), (0, 1, -1), (0, 0, 0))",2,"(0, 2)",4
1966,"((-1, 1, 0), (-1, 0, 0), (0, 1, 0))",2,"(1, 1)",4
3702,"((0, 0, -1), (1, 1, -1), (0, 0, 0))",0,"(2, 2)",4
1955,"((-1, 1, 0), (0, 0, 0), (1, 0, -1))",2,"(1, 1)",4
2218,"((0, 1, 1), (-1, -1, 0), (0, 0, 0))",2,"(0, 0)",4
4112,"((0, 0, -1), (0, 1, 1), (0, 0, -1))",2,"(0, 1)",4
4126,"((0, 0, -1), (0, 1, 0), (1, -1, 0))",2,"(0, 0)",4
1620,"((-1, 1, 1), (0, 0, 0), (0, -1, 0))",0,"(2, 0)",4
4136,"((0, 0, -1), (0, 1, -1), (0, 1, 0))",2,"(0, 1)",4
3730,"((0, 0, -1), (1, 0, 1), (-1, 0, 0))",2,"(1, 1)",4
3664,"((0, -1, 0), (1, 0, -1), (1, 0, 0))",2,"(0, 0)",4
4144,"((0, 0, -1), (0, 1, 0), (0, -1, 1))",2,"(0, 0)",4
4143,"((0, 0, -1), (0, 1, 0), (-1, 0, 1))",2,"(0, 0)",4
671,"((1, 1, -1), (0, 0, 0), (0, -1, 0))",0,"(2, 0)",4
4109,"((0, 0, -1), (0, 1, 1), (0, -1, 0))",2,"(0, 0)",4
3666,"((0, -1, 0), (1, 0, 0), (1, -1, 0))",2,"(0, 0)",4
3714,"((0, 0, -1), (1, 1, 0), (0, 0, -1))",2,"(1, 2)",4
4142,"((0, 0, -1), (0, 1, -1), (0, 0, 1))",2,"(0, 0)",4
3737,"((0, 0, -1), (1, 0, 1), (0, 0, -1))",2,"(0, 0)",4
3668,"((0, -1, 0), (1, 0, 0), (1, 0, -1))",2,"(0, 0)",4
1976,"((-1, 1, 0), (0, 0, 0), (0, 1, -1))",2,"(1, 1)",4
1975,"((-1, 1, 0), (0, 0, 0), (-1, 1, 0))",2,"(1, 1)",4
4141,"((0, 0, -1), (-1, 1, 0), (0, 0, 1))",2,"(0, 0)",4
4120,"((0, 0, -1), (-1, 1, 0), (1, 0, 0))",2,"(2, 1)",4
4139,"((0, 0, -1), (0, 1, 0), (0, 1, -1))",2,"(0, 1)",4
4320,"((0, -1, -1), (0, 0, 1), (0, 0, 1))",-2,"(0, 0)",4
358,"((1, -1, 0), (0, 1, 0), (0, -1, 0))",2,"(0, 2)",4
2190,"((0, 1, -1), (0, -1, 0), (0, 0, 1))",0,"(2, 0)",4
3681,"((0, -1, 0), (1, 0, -1), (0, 1, 0))",2,"(2, 0)",4
1605,"((-1, 1, 1), (0, 0, 0), (-1, 0, 0))",-2,"(1, 0)",4
2189,"((0, 1, -1), (-1, 0, 0), (0, 0, 1))",2,"(1, 1)",4
337,"((1, -1, 0), (-1, 1, 0), (0, 0, 0))",2,"(0, 2)",4
3678,"((0, -1, 0), (1, -1, 0), (0, 1, 0))",2,"(2, 0)",4
2187,"((0, 1, -1), (0, 0, 0), (0, 1, -1))",2,"(1, 1)",4
2193,"((0, 1, -1), (0, 0, 0), (0, -1, 1))",0,"(0, 0)",4
3734,"((0, 0, -1), (1, 0, 1), (0, -1, 0))",2,"(0, 0)",4
2238,"((0, 1, 1), (-1, 0, -1), (0, 0, 0))",2,"(0, 0)",4
4138,"((0, 0, -1), (0, 1, 0), (-1, 1, 0))",2,"(0, 0)",4
4315,"((0, -1, 0), (0, -1, 1), (0, 1, 0))",2,"(2, 2)",4
4312,"((0, -1, 0), (-1, 0, 1), (0, 1, 0))",2,"(2, 2)",4
3674,"((0, -1, -1), (1, 0, 0), (0, 1, 0))",2,"(0, 0)",4
1974,"((-1, 1, 0), (0, 0, 0), (-1, 1, 1))",-2,"(1, 0)",5
2542,"((0, 1, 0), (0, 1, -1), (1, 0, -1))",-2,"(0, 2)",5
1939,"((-1, 1, 0), (-1, 0, 0), (1, 0, 1))",2,"(0, 2)",5
2006,"((0, 1, -1), (1, -1, 0), (0, 1, 0))",-2,"(0, 0)",5
2564,"((0, 1, 1), (0, 1, 0), (-1, 0, -1))",-2,"(2, 1)",5
2050,"((0, 1, -1), (1, 0, 0), (0, -1, 1))",0,"(0, 0)",5
2559,"((0, 1, 1), (0, 1, 0), (-1, -1, 0))",-2,"(0, 0)",5
1915,"((-1, 1, 0), (0, 0, 1), (0, -1, 1))",0,"(0, 2)",5
1914,"((-1, 1, 0), (0, 0, 1), (1, -1, 0))",0,"(0, 2)",5
2560,"((0, 1, 1), (0, 0, 1), (-1, -1, 0))",-2,"(2, 2)",5
2049,"((0, 1, -1), (1, 0, 0), (1, -1, 0))",0,"(0, 0)",5
2540,"((0, 1, 0), (0, 1, -1), (0, -1, 1))",0,"(0, 0)",5
2563,"((0, 1, 1), (1, 0, 0), (-1, 0, -1))",-2,"(0, 0)",5
2584,"((0, 1, 0), (0, 0, 1), (-1, -1, 1))",2,"(0, 0)",5
2586,"((0, 1, 0), (0, 0, 1), (-1, 1, -1))",-2,"(1, 1)",5
2561,"((0, 1, 1), (0, 0, 0), (-1, -1, 1))",2,"(0, 0)",5
1930,"((-1, 1, -1), (0, 0, 0), (1, 0, 1))",0,"(2, 1)",5
1935,"((-1, 1, 0), (-1, 0, 0), (1, 1, 0))",2,"(0, 2)",5
2047,"((0, 1, -1), (1, 0, 1), (0, -1, 0))",0,"(1, 1)",5
2036,"((0, 1, -1), (1, 0, 1), (-1, 0, 0))",-2,"(1, 1)",5
2581,"((0, 1, 0), (0, 1, 1), (-1, 0, -1))",-2,"(2, 1)",5
2020,"((0, 1, -1), (1, 0, -1), (1, 0, 0))",-2,"(2, 2)",5
2017,"((0, 1, -1), (1, 1, -1), (0, 0, 0))",-2,"(2, 2)",5
2571,"((0, 1, 0), (1, 0, 0), (-1, -1, 1))",2,"(0, 0)",5
1948,"((-1, 1, 0), (0, 0, -1), (1, 1, 0))",2,"(0, 2)",5
1950,"((-1, 1, 0), (0, 0, -1), (1, 0, 1))",0,"(2, 1)",5
1961,"((-1, 1, -1), (0, 0, 0), (0, 1, 1))",2,"(1, 0)",5
2009,"((0, 1, -1), (1, -1, 0), (0, 0, 1))",-2,"(2, 0)",5
2550,"((0, 1, 0), (0, 0, -1), (-1, 1, 1))",-2,"(1, 1)",5
2579,"((0, 1, 0), (0, 1, 0), (-1, -1, 1))",0,"(0, 0)",5
1993,"((0, 1, -1), (1, -1, 1), (0, 0, 0))",-2,"(0, 0)",5
1952,"((-1, 1, 0), (0, 0, 0), (1, -1, 1))",0,"(0, 2)",5
2575,"((0, 1, 0), (1, 0, 0), (-1, 1, -1))",-2,"(1, 1)",5
2574,"((0, 1, 0), (1, 0, 1), (-1, 0, -1))",-2,"(1, 1)",5
2573,"((0, 1, 0), (1, 1, 0), (-1, 0, -1))",-2,"(2, 1)",5
2002,"((0, 1, -1), (1, -1, 0), (1, 0, 0))",0,"(0, 0)",5
1954,"((-1, 1, 0), (0, 0, 0), (1, 1, -1))",-2,"(1, 1)",5
2578,"((0, 1, 0), (0, 1, 1), (-1, -1, 0))",-2,"(1, 0)",5
2023,"((0, 1, -1), (1, 0, -1), (0, 1, 0))",-2,"(1, 1)",5
2570,"((0, 1, 0), (1, 0, 1), (-1, -1, 0))",-2,"(1, 1)",5
1917,"((-1, 1, 0), (0, 0, 1), (1, 0, -1))",-2,"(1, 1)",5
2565,"((0, 1, 1), (0, 0, 1), (-1, 0, -1))",-2,"(0, 0)",5
2566,"((0, 1, 1), (0, 0, 0), (-1, 1, -1))",2,"(0, 0)",5
1972,"((-1, 1, 0), (0, 0, -1), (0, 1, 1))",2,"(0, 2)",5
2545,"((0, 1, 0), (0, 0, -1), (1, -1, 1))",0,"(0, 0)",5
2040,"((0, 1, -1), (1, 0, 0), (-1, 0, 1))",-2,"(1, 1)",5
1918,"((-1, 1, 0), (0, 0, 1), (0, 1, -1))",-2,"(1, 1)",5
1925,"((-1, 1, -1), (0, 0, 0), (1, 1, 0))",2,"(1, 0)",5
2547,"((0, 1, 0), (0, 0, -1), (1, 1, -1))",-2,"(0, 2)",5
1969,"((-1, 1, 0), (0, -1, 0), (0, 1, 1))",-2,"(2, 0)",5
2558,"((0, 1, 1), (1, 0, 0), (-1, -1, 0))",-2,"(2, 2)",5
2038,"((0, 1, -1), (1, 0, 0), (-1, 1, 0))",-2,"(1, 1)",5
1965,"((-1, 1, 0), (-1, 0, 0), (0, 1, 1))",-2,"(2, 0)",5
2031,"((0, 1, -1), (1, 1, 0), (-1, 0, 0))",2,"(0, 0)",5
2569,"((0, 1, 0), (1, 1, 0), (-1, -1, 0))",-2,"(2, 2)",5
1942,"((-1, 1, 0), (0, -1, 0), (1, 1, 0))",-2,"(2, 2)",5
1945,"((-1, 1, 0), (0, -1, 0), (1, 0, 1))",0,"(2, 1)",5
2026,"((0, 1, -1), (1, 0, -1), (0, 0, 1))",2,"(0, 0)",5
2044,"((0, 1, -1), (1, 1, 0), (0, -1, 0))",0,"(1, 2)",5
2318,"((0, 1, 0), (-1, 0, 1), (1, 0, -1))",0,"(0, 2)",5
2137,"((0, 1, -1), (0, 0, 1), (-1, 1, 0))",-2,"(1, 1)",5
2539,"((0, 1, 0), (0, 1, -1), (1, -1, 0))",0,"(0, 2)",5
2407,"((0, 1, 1), (0, -1, 1), (0, 0, -1))",-2,"(0, 0)",5
2406,"((0, 1, 1), (1, -1, 0), (0, 0, -1))",-2,"(0, 0)",5
2404,"((0, 1, 1), (0, -1, 0), (0, -1, 1))",2,"(0, 0)",5
2244,"((0, 1, 1), (-1, 1, 0), (-1, 0, 0))",-2,"(0, 0)",5
2403,"((0, 1, 1), (0, -1, 0), (1, -1, 0))",0,"(0, 0)",5
2248,"((0, 1, 1), (-1, 0, 1), (-1, 0, 0))",-2,"(0, 0)",5
1827,"((-1, 1, 0), (0, 1, -1), (1, 0, 0))",2,"(0, 2)",5
2250,"((0, 1, 1), (-1, 0, 0), (-1, 1, 0))",-2,"(0, 0)",5
2252,"((0, 1, 1), (-1, 0, 0), (-1, 0, 1))",-2,"(0, 0)",5
1830,"((-1, 1, 0), (0, 1, -1), (0, 0, 1))",0,"(2, 1)",5
2256,"((0, 1, 1), (-1, 1, 0), (0, -1, 0))",2,"(0, 0)",5
2261,"((0, 1, 1), (-1, 0, 0), (1, -1, 0))",2,"(0, 0)",5
2262,"((0, 1, 1), (-1, 0, 0), (0, -1, 1))",2,"(0, 0)",5
2401,"((0, 1, 1), (0, -1, 1), (0, -1, 0))",2,"(0, 0)",5
2398,"((0, 1, 1), (1, -1, 0), (0, -1, 0))",0,"(0, 0)",5
2264,"((0, 1, 1), (-1, 1, 0), (0, 0, -1))",2,"(0, 0)",5
1835,"((-1, 1, 0), (0, 1, 1), (-1, 0, 0))",-2,"(1, 0)",5
2408,"((0, 1, 1), (0, -1, 0), (1, 0, -1))",-2,"(0, 0)",5
2393,"((0, 1, 1), (0, -1, 0), (-1, 0, 1))",2,"(0, 0)",5
2409,"((0, 1, 1), (0, -1, 0), (0, 1, -1))",-2,"(0, 0)",5
2416,"((0, 1, 0), (1, -1, -1), (1, 0, 0))",0,"(0, 0)",5
2442,"((0, 1, 0), (1, -1, 1), (0, 0, -1))",-2,"(0, 0)",5
1865,"((-1, 1, -1), (0, 0, 1), (1, 0, 0))",0,"(1, 1)",5
2440,"((0, 1, 0), (1, -1, 0), (0, -1, 1))",0,"(0, 0)",5
2439,"((0, 1, 0), (1, -1, 0), (1, -1, 0))",0,"(0, 0)",5
2205,"((0, 1, 1), (-1, -1, 1), (0, 0, 0))",2,"(0, 0)",5
2210,"((0, 1, 1), (-1, -1, 0), (1, 0, 0))",-2,"(0, 0)",5
2437,"((0, 1, 0), (1, -1, 1), (0, -1, 0))",-2,"(2, 0)",5
2214,"((0, 1, 1), (-1, -1, 0), (0, 1, 0))",-2,"(0, 0)",5
2433,"((0, 1, 0), (1, -1, 0), (-1, 0, 1))",-2,"(0, 2)",5
2217,"((0, 1, 1), (-1, -1, 0), (0, 0, 1))",-2,"(1, 2)",5
2431,"((0, 1, 0), (1, -1, 0), (-1, 1, 0))",-2,"(0, 0)",5
2429,"((0, 1, 0), (1, -1, 1), (-1, 0, 0))",-2,"(0, 0)",5
2225,"((0, 1, 1), (-1, 1, -1), (0, 0, 0))",2,"(0, 0)",5
2230,"((0, 1, 1), (-1, 0, -1), (1, 0, 0))",-2,"(1, 1)",5
2234,"((0, 1, 1), (-1, 0, -1), (0, 1, 0))",-2,"(1, 1)",5
2423,"((0, 1, 0), (1, -1, -1), (0, 0, 1))",0,"(0, 0)",5
2420,"((0, 1, 0), (1, -1, -1), (0, 1, 0))",-2,"(0, 2)",5
1822,"((-1, 1, 0), (-1, 1, 0), (0, 0, 1))",-2,"(2, 0)",5
2265,"((0, 1, 1), (-1, 0, 1), (0, 0, -1))",-2,"(0, 0)",5
2266,"((0, 1, 1), (-1, 0, 0), (1, 0, -1))",2,"(0, 0)",5
2267,"((0, 1, 1), (-1, 0, 0), (0, 1, -1))",2,"(0, 0)",5
2343,"((0, 1, 0), (-1, 0, 0), (-1, 1, 1))",-2,"(0, 0)",5
2341,"((0, 1, 0), (-1, 0, -1), (0, 1, 1))",-2,"(1, 1)",5
2338,"((0, 1, 0), (-1, -1, 0), (0, 1, 1))",-2,"(1, 2)",5
2307,"((0, 1, 0), (-1, -1, 1), (0, 0, 1))",0,"(0, 2)",5
2334,"((0, 1, 0), (-1, 0, 0), (1, 1, -1))",-2,"(1, 1)",5
2332,"((0, 1, 0), (-1, 0, 0), (1, -1, 1))",0,"(0, 2)",5
2310,"((0, 1, 0), (-1, 0, 1), (-1, 1, 0))",-2,"(0, 0)",5
2330,"((0, 1, 0), (-1, 0, -1), (1, 0, 1))",-2,"(1, 1)",5
1844,"((-1, 1, 0), (0, 1, 0), (0, -1, 1))",0,"(0, 2)",5
2312,"((0, 1, 0), (-1, 0, 1), (-1, 0, 1))",-2,"(0, 0)",5
2328,"((0, 1, 0), (-1, 0, -1), (1, 1, 0))",-2,"(1, 1)",5
1846,"((-1, 1, 0), (0, 1, 1), (0, 0, -1))",2,"(0, 2)",5
2325,"((0, 1, 0), (-1, -1, 0), (1, 0, 1))",-2,"(1, 2)",5
2323,"((0, 1, 0), (-1, -1, 0), (1, 1, 0))",-2,"(1, 2)",5
2315,"((0, 1, 0), (-1, 0, 1), (1, -1, 0))",0,"(0, 2)",5
2316,"((0, 1, 0), (-1, 0, 1), (0, -1, 1))",0,"(0, 2)",5
2319,"((0, 1, 0), (-1, 0, 1), (0, 1, -1))",0,"(1, 1)",5
1843,"((-1, 1, 0), (0, 1, 0), (1, -1, 0))",0,"(0, 2)",5
1847,"((-1, 1, 0), (0, 1, 0), (1, 0, -1))",2,"(0, 2)",5
2304,"((0, 1, 0), (-1, -1, 1), (0, 1, 0))",-2,"(0, 0)",5
2300,"((0, 1, 0), (-1, -1, 1), (1, 0, 0))",0,"(0, 2)",5
2391,"((0, 1, 1), (0, -1, 0), (-1, 1, 0))",-2,"(0, 0)",5
2273,"((0, 1, 0), (-1, 1, -1), (1, 0, 0))",2,"(0, 0)",5
2276,"((0, 1, 0), (-1, 1, -1), (0, 0, 1))",2,"(0, 0)",5
2281,"((0, 1, 0), (-1, 1, 1), (-1, 0, 0))",-2,"(0, 0)",5
2283,"((0, 1, 0), (-1, 1, 0), (-1, 0, 1))",-2,"(0, 0)",5
1837,"((-1, 1, 0), (0, 1, 0), (-1, 0, 1))",-2,"(1, 0)",5
2389,"((0, 1, 1), (0, -1, 1), (-1, 0, 0))",2,"(0, 0)",5
2385,"((0, 1, 1), (1, -1, 0), (-1, 0, 0))",0,"(0, 0)",5
2443,"((0, 1, 0), (1, -1, 0), (1, 0, -1))",-2,"(0, 0)",5
2287,"((0, 1, 0), (-1, 1, 1), (0, -1, 0))",-2,"(2, 0)",5
2289,"((0, 1, 0), (-1, 1, 0), (1, -1, 0))",0,"(0, 2)",5
2377,"((0, 1, 1), (0, -1, -1), (0, 0, 1))",-2,"(1, 0)",5
2290,"((0, 1, 0), (-1, 1, 0), (0, -1, 1))",0,"(0, 0)",5
2374,"((0, 1, 1), (0, -1, -1), (0, 1, 0))",-2,"(0, 0)",5
2370,"((0, 1, 1), (0, -1, -1), (1, 0, 0))",-2,"(0, 0)",5
2365,"((0, 1, 1), (1, -1, -1), (0, 0, 0))",0,"(0, 0)",5
2292,"((0, 1, 0), (-1, 1, 1), (0, 0, -1))",0,"(2, 1)",5
2293,"((0, 1, 0), (-1, 1, 0), (1, 0, -1))",2,"(0, 0)",5
1841,"((-1, 1, 0), (0, 1, 1), (0, -1, 0))",0,"(1, 0)",5
2444,"((0, 1, 0), (1, -1, 0), (0, 1, -1))",-2,"(0, 0)",5
1819,"((-1, 1, 0), (-1, 1, 0), (1, 0, 0))",2,"(0, 2)",5
2448,"((0, 1, 0), (0, -1, 1), (-1, 1, 0))",-2,"(0, 0)",5
2098,"((0, 1, -1), (0, 1, 0), (1, -1, 0))",0,"(0, 0)",5
2099,"((0, 1, -1), (0, 1, 0), (0, -1, 1))",0,"(0, 0)",5
2101,"((0, 1, -1), (0, 1, 1), (0, 0, -1))",2,"(0, 0)",5
2102,"((0, 1, -1), (0, 1, 0), (1, 0, -1))",-2,"(1, 2)",5
2114,"((0, 1, -1), (-1, 0, 1), (1, 0, 0))",0,"(1, 1)",5
2120,"((0, 1, -1), (-1, 0, 1), (0, 1, 0))",0,"(1, 1)",5
2124,"((0, 1, -1), (-1, 0, 1), (0, 0, 1))",-2,"(2, 0)",5
1909,"((-1, 1, 0), (0, 0, 1), (-1, 1, 0))",-2,"(1, 0)",5
2511,"((0, 1, 1), (0, 0, -1), (0, 1, -1))",2,"(0, 0)",5
2510,"((0, 1, 1), (0, 0, -1), (1, 0, -1))",2,"(0, 0)",5
2509,"((0, 1, 1), (0, 1, -1), (0, 0, -1))",2,"(0, 0)",5
2130,"((0, 1, -1), (0, -1, 1), (1, 0, 0))",0,"(0, 0)",5
2132,"((0, 1, -1), (0, -1, 1), (0, 1, 0))",-2,"(0, 0)",5
1906,"((-1, 1, 0), (0, -1, 1), (0, 0, 1))",0,"(0, 2)",5
2508,"((0, 1, 1), (1, 0, -1), (0, 0, -1))",2,"(0, 0)",5
1903,"((-1, 1, 0), (0, -1, 1), (0, 1, 0))",-2,"(0, 2)",5
1900,"((-1, 1, 0), (0, -1, 1), (1, 0, 0))",-2,"(2, 2)",5
2096,"((0, 1, -1), (0, 1, 1), (0, -1, 0))",0,"(1, 0)",5
2517,"((0, 1, 0), (1, 1, -1), (-1, 0, 0))",0,"(2, 1)",5
2519,"((0, 1, 0), (1, 0, -1), (-1, 1, 0))",0,"(1, 1)",5
2521,"((0, 1, 0), (1, 0, -1), (-1, 0, 1))",0,"(0, 0)",5
2053,"((0, 1, -1), (1, 0, 1), (0, 0, -1))",-2,"(1, 1)",5
2536,"((0, 1, 0), (0, 1, -1), (-1, 0, 1))",2,"(0, 0)",5
2054,"((0, 1, -1), (1, 0, 0), (1, 0, -1))",-2,"(0, 0)",5
2055,"((0, 1, -1), (1, 0, 0), (0, 1, -1))",-2,"(1, 1)",5
2532,"((0, 1, 0), (1, 0, -1), (0, 1, -1))",-2,"(0, 2)",5
2531,"((0, 1, 0), (1, 0, -1), (1, 0, -1))",-2,"(0, 0)",5
1911,"((-1, 1, 0), (0, 0, 1), (-1, 0, 1))",-2,"(0, 2)",5
2067,"((0, 1, -1), (-1, 1, 1), (0, 0, 0))",0,"(2, 1)",5
2134,"((0, 1, -1), (0, -1, 1), (0, 0, 1))",-2,"(2, 0)",5
2530,"((0, 1, 0), (1, 1, -1), (0, 0, -1))",-2,"(0, 2)",5
2078,"((0, 1, -1), (-1, 1, 0), (0, 0, 1))",2,"(0, 0)",5
2082,"((0, 1, -1), (0, 1, -1), (1, 0, 0))",-2,"(2, 2)",5
2085,"((0, 1, -1), (0, 1, -1), (0, 0, 1))",2,"(0, 0)",5
2090,"((0, 1, -1), (0, 1, 1), (-1, 0, 0))",2,"(0, 0)",5
2092,"((0, 1, -1), (0, 1, 0), (-1, 0, 1))",2,"(0, 0)",5
2528,"((0, 1, 0), (1, 0, -1), (0, -1, 1))",0,"(0, 0)",5
2527,"((0, 1, 0), (1, 0, -1), (1, -1, 0))",0,"(0, 0)",5
2525,"((0, 1, 0), (1, 1, -1), (0, -1, 0))",-2,"(2, 2)",5
2074,"((0, 1, -1), (-1, 1, 0), (1, 0, 0))",0,"(2, 1)",5
2052,"((0, 1, -1), (1, 1, 0), (0, 0, -1))",-2,"(1, 2)",5
2139,"((0, 1, -1), (0, 0, 1), (-1, 0, 1))",-2,"(0, 0)",5
2143,"((0, 1, -1), (0, 0, 1), (0, -1, 1))",0,"(0, 0)",5
2473,"((0, 1, 0), (0, -1, 0), (-1, 1, 1))",-2,"(0, 0)",5
2471,"((0, 1, 0), (0, -1, -1), (0, 1, 1))",-2,"(1, 0)",5
2467,"((0, 1, 0), (0, -1, 0), (1, 1, -1))",-2,"(0, 0)",5
2465,"((0, 1, 0), (0, -1, 0), (1, -1, 1))",0,"(0, 0)",5
2180,"((0, 1, -1), (0, -1, 0), (0, 1, 1))",-2,"(2, 0)",5
2463,"((0, 1, 0), (0, -1, -1), (1, 0, 1))",-2,"(1, 0)",5
2461,"((0, 1, 0), (0, -1, -1), (1, 1, 0))",-2,"(1, 0)",5
1879,"((-1, 1, -1), (0, 0, 1), (0, 0, 1))",-2,"(2, 0)",5
2183,"((0, 1, -1), (0, 0, -1), (0, 1, 1))",2,"(0, 0)",5
2457,"((0, 1, 0), (0, -1, 1), (0, 1, -1))",-2,"(0, 0)",5
2456,"((0, 1, 0), (0, -1, 1), (1, 0, -1))",-2,"(0, 0)",5
2454,"((0, 1, 0), (0, -1, 1), (0, -1, 1))",0,"(0, 2)",5
2185,"((0, 1, -1), (0, 0, 0), (-1, 1, 1))",-2,"(1, 1)",5
2453,"((0, 1, 0), (0, -1, 1), (1, -1, 0))",0,"(0, 0)",5
1874,"((-1, 1, -1), (0, 0, 1), (0, 1, 0))",-2,"(1, 1)",5
1812,"((-1, 1, 0), (-1, 1, 1), (0, 0, 0))",-2,"(2, 0)",5
2450,"((0, 1, 0), (0, -1, 1), (-1, 0, 1))",-2,"(0, 2)",5
2177,"((0, 1, -1), (-1, 0, 0), (0, 1, 1))",2,"(0, 0)",5
2171,"((0, 1, -1), (0, 0, 0), (1, 1, -1))",-2,"(1, 1)",5
2169,"((0, 1, -1), (0, 0, 0), (1, -1, 1))",0,"(0, 0)",5
2167,"((0, 1, -1), (0, 0, -1), (1, 0, 1))",2,"(0, 0)",5
2145,"((0, 1, -1), (0, 0, 1), (1, 0, -1))",0,"(1, 0)",5
1896,"((-1, 1, 0), (-1, 0, 1), (0, 0, 1))",-2,"(2, 0)",5
2146,"((0, 1, -1), (0, 0, 1), (0, 1, -1))",-2,"(1, 1)",5
