,Board State,Score,Best Move,Depth
2371,"((0, 1, 1), (0, -1, -1), (-1, 1, 1))",-2,"(1, 0)",7
2372,"((0, 1, 1), (0, -1, -1), (-1, 1, 0))",2,"(0, 0)",6
2373,"((0, 1, 1), (0, -1, -1), (0, 1, -1))",2,"(0, 0)",6
2374,"((0, 1, 1), (0, -1, -1), (0, 1, 0))",-2,"(0, 0)",5
2375,"((0, 1, 1), (0, -1, -1), (-1, 0, 1))",2,"(0, 0)",6
2376,"((0, 1, 1), (0, -1, -1), (0, -1, 1))",2,"(0, 0)",6
2377,"((0, 1, 1), (0, -1, -1), (0, 0, 1))",-2,"(1, 0)",5
2378,"((0, 1, 1), (0, -1, -1), (0, 0, 0))",2,"(0, 0)",4
2379,"((0, 1, 1), (1, -1, 1), (-1, -1, 0))",-2,"(2, 2)",7
2380,"((0, 1, 1), (1, -1, 0), (-1, -1, 1))",2,"(0, 0)",7
2381,"((0, 1, 1), (1, -1, 0), (-1, -1, 0))",2,"(0, 0)",6
2382,"((0, 1, 1), (1, -1, 1), (-1, 0, -1))",-2,"(0, 0)",7
2383,"((0, 1, 1), (1, -1, 0), (-1, 1, -1))",-2,"(0, 0)",7
2384,"((0, 1, 1), (1, -1, 0), (-1, 0, -1))",2,"(0, 0)",6
2385,"((0, 1, 1), (1, -1, 0), (-1, 0, 0))",0,"(0, 0)",5
2386,"((0, 1, 1), (0, -1, 1), (-1, -1, 0))",2,"(0, 0)",6
2387,"((0, 1, 1), (0, -1, 1), (-1, 1, -1))",-2,"(0, 0)",7
2388,"((0, 1, 1), (0, -1, 1), (-1, 0, -1))",2,"(0, 0)",6
2389,"((0, 1, 1), (0, -1, 1), (-1, 0, 0))",2,"(0, 0)",5
2390,"((0, 1, 1), (0, -1, 0), (-1, 1, -1))",2,"(0, 0)",6
2391,"((0, 1, 1), (0, -1, 0), (-1, 1, 0))",-2,"(0, 0)",5
2392,"((0, 1, 1), (0, -1, 0), (-1, -1, 1))",2,"(0, 0)",6
2393,"((0, 1, 1), (0, -1, 0), (-1, 0, 1))",2,"(0, 0)",5
2394,"((0, 1, 1), (0, -1, 0), (-1, 0, 0))",2,"(0, 0)",4
2395,"((0, 1, 1), (1, -1, 1), (0, -1, -1))",-2,"(0, 0)",7
2396,"((0, 1, 1), (1, -1, 0), (1, -1, -1))",-2,"(0, 0)",7
2397,"((0, 1, 1), (1, -1, 0), (0, -1, -1))",2,"(0, 0)",6
2398,"((0, 1, 1), (1, -1, 0), (0, -1, 0))",0,"(0, 0)",5
2399,"((0, 1, 1), (0, -1, 1), (1, -1, -1))",-2,"(0, 0)",7
2400,"((0, 1, 1), (0, -1, 1), (0, -1, -1))",2,"(0, 0)",6
2401,"((0, 1, 1), (0, -1, 1), (0, -1, 0))",2,"(0, 0)",5
2402,"((0, 1, 1), (0, -1, 0), (1, -1, -1))",2,"(0, 0)",6
2403,"((0, 1, 1), (0, -1, 0), (1, -1, 0))",0,"(0, 0)",5
2404,"((0, 1, 1), (0, -1, 0), (0, -1, 1))",2,"(0, 0)",5
2405,"((0, 1, 1), (0, -1, 0), (0, -1, 0))",2,"(0, 0)",4
2406,"((0, 1, 1), (1, -1, 0), (0, 0, -1))",-2,"(0, 0)",5
2407,"((0, 1, 1), (0, -1, 1), (0, 0, -1))",-2,"(0, 0)",5
2408,"((0, 1, 1), (0, -1, 0), (1, 0, -1))",-2,"(0, 0)",5
2409,"((0, 1, 1), (0, -1, 0), (0, 1, -1))",-2,"(0, 0)",5
2410,"((0, 1, 1), (0, -1, 0), (0, 0, -1))",2,"(0, 0)",4
2411,"((0, 1, 1), (0, -1, 0), (0, 0, 0))",0,"(0, 0)",3
2412,"((0, 1, 0), (1, -1, -1), (1, -1, 1))",0,"(0, 0)",7
2413,"((0, 1, 0), (1, -1, -1), (1, -1, 0))",2,"(0, 0)",6
2414,"((0, 1, 0), (1, -1, -1), (1, 1, -1))",-2,"(0, 0)",7
2415,"((0, 1, 0), (1, -1, -1), (1, 0, -1))",2,"(0, 0)",6
2416,"((0, 1, 0), (1, -1, -1), (1, 0, 0))",0,"(0, 0)",5
2417,"((0, 1, 0), (1, -1, -1), (-1, 1, 1))",-2,"(0, 2)",7
2418,"((0, 1, 0), (1, -1, -1), (-1, 1, 0))",0,"(0, 2)",6
2419,"((0, 1, 0), (1, -1, -1), (0, 1, -1))",-2,"(0, 0)",6
2420,"((0, 1, 0), (1, -1, -1), (0, 1, 0))",-2,"(0, 2)",5
2421,"((0, 1, 0), (1, -1, -1), (-1, 0, 1))",0,"(0, 2)",6
2422,"((0, 1, 0), (1, -1, -1), (0, -1, 1))",2,"(0, 0)",6
2423,"((0, 1, 0), (1, -1, -1), (0, 0, 1))",0,"(0, 0)",5
2424,"((0, 1, 0), (1, -1, -1), (0, 0, 0))",2,"(0, 0)",4
2425,"((0, 1, 0), (1, -1, 1), (-1, -1, 1))",-2,"(0, 2)",7
2426,"((0, 1, 0), (1, -1, 1), (-1, -1, 0))",-2,"(0, 0)",6
2427,"((0, 1, 0), (1, -1, 1), (-1, 1, -1))",-2,"(0, 0)",7
2428,"((0, 1, 0), (1, -1, 1), (-1, 0, -1))",-2,"(0, 0)",6
2429,"((0, 1, 0), (1, -1, 1), (-1, 0, 0))",-2,"(0, 0)",5
2430,"((0, 1, 0), (1, -1, 0), (-1, 1, -1))",-2,"(0, 0)",6
2431,"((0, 1, 0), (1, -1, 0), (-1, 1, 0))",-2,"(0, 0)",5
2432,"((0, 1, 0), (1, -1, 0), (-1, -1, 1))",2,"(0, 2)",6
2433,"((0, 1, 0), (1, -1, 0), (-1, 0, 1))",-2,"(0, 2)",5
2434,"((0, 1, 0), (1, -1, 0), (-1, 0, 0))",0,"(0, 2)",4
2435,"((0, 1, 0), (1, -1, 1), (1, -1, -1))",-2,"(0, 0)",7
2436,"((0, 1, 0), (1, -1, 1), (0, -1, -1))",-2,"(0, 0)",6
2437,"((0, 1, 0), (1, -1, 1), (0, -1, 0))",-2,"(2, 0)",5
2438,"((0, 1, 0), (1, -1, 0), (1, -1, -1))",2,"(0, 0)",6
2439,"((0, 1, 0), (1, -1, 0), (1, -1, 0))",0,"(0, 0)",5
2440,"((0, 1, 0), (1, -1, 0), (0, -1, 1))",0,"(0, 0)",5
2441,"((0, 1, 0), (1, -1, 0), (0, -1, 0))",2,"(0, 0)",4
2442,"((0, 1, 0), (1, -1, 1), (0, 0, -1))",-2,"(0, 0)",5
2443,"((0, 1, 0), (1, -1, 0), (1, 0, -1))",-2,"(0, 0)",5
2444,"((0, 1, 0), (1, -1, 0), (0, 1, -1))",-2,"(0, 0)",5
2445,"((0, 1, 0), (1, -1, 0), (0, 0, -1))",2,"(0, 0)",4
2446,"((0, 1, 0), (1, -1, 0), (0, 0, 0))",0,"(0, 0)",3
2447,"((0, 1, 0), (0, -1, 1), (-1, 1, -1))",-2,"(0, 0)",6
2448,"((0, 1, 0), (0, -1, 1), (-1, 1, 0))",-2,"(0, 0)",5
2449,"((0, 1, 0), (0, -1, 1), (-1, -1, 1))",2,"(0, 2)",6
2450,"((0, 1, 0), (0, -1, 1), (-1, 0, 1))",-2,"(0, 2)",5
2451,"((0, 1, 0), (0, -1, 1), (-1, 0, 0))",2,"(0, 2)",4
2452,"((0, 1, 0), (0, -1, 1), (1, -1, -1))",2,"(0, 0)",6
2453,"((0, 1, 0), (0, -1, 1), (1, -1, 0))",0,"(0, 0)",5
2454,"((0, 1, 0), (0, -1, 1), (0, -1, 1))",0,"(0, 2)",5
2455,"((0, 1, 0), (0, -1, 1), (0, -1, 0))",2,"(0, 2)",4
2456,"((0, 1, 0), (0, -1, 1), (1, 0, -1))",-2,"(0, 0)",5
2457,"((0, 1, 0), (0, -1, 1), (0, 1, -1))",-2,"(0, 0)",5
2458,"((0, 1, 0), (0, -1, 1), (0, 0, -1))",0,"(0, 0)",4
2459,"((0, 1, 0), (0, -1, 1), (0, 0, 0))",0,"(0, 0)",3
2460,"((0, 1, 0), (0, -1, -1), (1, 1, -1))",-2,"(0, 0)",6
2461,"((0, 1, 0), (0, -1, -1), (1, 1, 0))",-2,"(1, 0)",5
2462,"((0, 1, 0), (0, -1, -1), (1, -1, 1))",0,"(1, 0)",6
2463,"((0, 1, 0), (0, -1, -1), (1, 0, 1))",-2,"(1, 0)",5
2464,"((0, 1, 0), (0, -1, -1), (1, 0, 0))",0,"(1, 0)",4
2465,"((0, 1, 0), (0, -1, 0), (1, -1, 1))",0,"(0, 0)",5
2466,"((0, 1, 0), (0, -1, 0), (1, -1, 0))",2,"(0, 0)",4
2467,"((0, 1, 0), (0, -1, 0), (1, 1, -1))",-2,"(0, 0)",5
2468,"((0, 1, 0), (0, -1, 0), (1, 0, -1))",2,"(0, 0)",4
2469,"((0, 1, 0), (0, -1, 0), (1, 0, 0))",0,"(0, 0)",3
2470,"((0, 1, 0), (0, -1, -1), (-1, 1, 1))",-2,"(0, 0)",6
2471,"((0, 1, 0), (0, -1, -1), (0, 1, 1))",-2,"(1, 0)",5
2472,"((0, 1, 0), (0, -1, -1), (0, 1, 0))",-2,"(0, 0)",4
2473,"((0, 1, 0), (0, -1, 0), (-1, 1, 1))",-2,"(0, 0)",5
2474,"((0, 1, 0), (0, -1, 0), (-1, 1, 0))",-2,"(0, 0)",4
2475,"((0, 1, 0), (0, -1, 0), (0, 1, -1))",-2,"(0, 0)",4
2476,"((0, 1, 0), (0, -1, 0), (0, 1, 0))",-2,"(0, 0)",3
2477,"((0, 1, 0), (0, -1, -1), (0, 0, 1))",0,"(1, 0)",4
2478,"((0, 1, 0), (0, -1, 0), (-1, 0, 1))",2,"(0, 2)",4
2479,"((0, 1, 0), (0, -1, 0), (0, -1, 1))",2,"(0, 2)",4
2480,"((0, 1, 0), (0, -1, 0), (0, 0, 1))",0,"(0, 0)",3
2481,"((0, 1, 0), (0, -1, 0), (0, 0, 0))",0,"(0, 0)",2
2482,"((0, 1, 1), (1, 1, -1), (-1, -1, 0))",-2,"(2, 2)",7
2483,"((0, 1, 1), (1, 0, -1), (-1, -1, 1))",0,"(0, 0)",7
2484,"((0, 1, 1), (1, 0, -1), (-1, -1, 0))",2,"(0, 0)",6
2485,"((0, 1, 1), (1, 1, -1), (-1, 0, -1))",-2,"(2, 1)",7
2486,"((0, 1, 1), (1, 0, -1), (-1, 1, -1))",2,"(0, 0)",7
2487,"((0, 1, 1), (1, 0, -1), (-1, 0, -1))",2,"(0, 0)",6
2488,"((0, 1, 1), (1, 0, -1), (-1, 0, 0))",0,"(0, 0)",5
2489,"((0, 1, 1), (0, 1, -1), (-1, -1, 1))",0,"(0, 0)",7
2490,"((0, 1, 1), (0, 1, -1), (-1, -1, 0))",2,"(0, 0)",6
2491,"((0, 1, 1), (0, 1, -1), (-1, 0, -1))",2,"(0, 0)",6
2492,"((0, 1, 1), (0, 1, -1), (-1, 0, 0))",2,"(0, 0)",5
2493,"((0, 1, 1), (0, 0, -1), (-1, 1, -1))",2,"(0, 0)",6
2494,"((0, 1, 1), (0, 0, -1), (-1, 1, 0))",2,"(0, 0)",5
2495,"((0, 1, 1), (0, 0, -1), (-1, -1, 1))",2,"(0, 0)",6
2496,"((0, 1, 1), (0, 0, -1), (-1, 0, 1))",0,"(0, 0)",5
2497,"((0, 1, 1), (0, 0, -1), (-1, 0, 0))",2,"(0, 0)",4
2498,"((0, 1, 1), (1, 1, -1), (0, -1, -1))",-2,"(2, 0)",7
2499,"((0, 1, 1), (1, 0, -1), (1, -1, -1))",2,"(0, 0)",7
2500,"((0, 1, 1), (1, 0, -1), (0, -1, -1))",2,"(0, 0)",6
2501,"((0, 1, 1), (1, 0, -1), (0, -1, 0))",0,"(0, 0)",5
2502,"((0, 1, 1), (0, 1, -1), (0, -1, -1))",2,"(0, 0)",6
2503,"((0, 1, 1), (0, 1, -1), (0, -1, 0))",2,"(0, 0)",5
2504,"((0, 1, 1), (0, 0, -1), (1, -1, -1))",2,"(0, 0)",6
2505,"((0, 1, 1), (0, 0, -1), (1, -1, 0))",2,"(0, 0)",5
2506,"((0, 1, 1), (0, 0, -1), (0, -1, 1))",0,"(0, 0)",5
2507,"((0, 1, 1), (0, 0, -1), (0, -1, 0))",2,"(0, 0)",4
2508,"((0, 1, 1), (1, 0, -1), (0, 0, -1))",2,"(0, 0)",5
2509,"((0, 1, 1), (0, 1, -1), (0, 0, -1))",2,"(0, 0)",5
2510,"((0, 1, 1), (0, 0, -1), (1, 0, -1))",2,"(0, 0)",5
2511,"((0, 1, 1), (0, 0, -1), (0, 1, -1))",2,"(0, 0)",5
2512,"((0, 1, 1), (0, 0, -1), (0, 0, -1))",2,"(0, 0)",4
2513,"((0, 1, 1), (0, 0, -1), (0, 0, 0))",2,"(0, 0)",3
2514,"((0, 1, 0), (1, 1, -1), (-1, -1, 1))",0,"(0, 0)",7
2515,"((0, 1, 0), (1, 1, -1), (-1, -1, 0))",0,"(2, 2)",6
2516,"((0, 1, 0), (1, 1, -1), (-1, 0, -1))",2,"(2, 1)",6
2517,"((0, 1, 0), (1, 1, -1), (-1, 0, 0))",0,"(2, 1)",5
2518,"((0, 1, 0), (1, 0, -1), (-1, 1, -1))",2,"(0, 2)",6
2519,"((0, 1, 0), (1, 0, -1), (-1, 1, 0))",0,"(1, 1)",5
2520,"((0, 1, 0), (1, 0, -1), (-1, -1, 1))",2,"(0, 0)",6
2521,"((0, 1, 0), (1, 0, -1), (-1, 0, 1))",0,"(0, 0)",5
2522,"((0, 1, 0), (1, 0, -1), (-1, 0, 0))",0,"(0, 2)",4
2523,"((0, 1, 0), (1, 1, -1), (1, -1, -1))",-2,"(0, 2)",7
2524,"((0, 1, 0), (1, 1, -1), (0, -1, -1))",-2,"(0, 0)",6
2525,"((0, 1, 0), (1, 1, -1), (0, -1, 0))",-2,"(2, 2)",5
2526,"((0, 1, 0), (1, 0, -1), (1, -1, -1))",2,"(0, 0)",6
2527,"((0, 1, 0), (1, 0, -1), (1, -1, 0))",0,"(0, 0)",5
2528,"((0, 1, 0), (1, 0, -1), (0, -1, 1))",0,"(0, 0)",5
2529,"((0, 1, 0), (1, 0, -1), (0, -1, 0))",2,"(0, 0)",4
2530,"((0, 1, 0), (1, 1, -1), (0, 0, -1))",-2,"(0, 2)",5
2531,"((0, 1, 0), (1, 0, -1), (1, 0, -1))",-2,"(0, 0)",5
2532,"((0, 1, 0), (1, 0, -1), (0, 1, -1))",-2,"(0, 2)",5
2533,"((0, 1, 0), (1, 0, -1), (0, 0, -1))",2,"(0, 2)",4
2534,"((0, 1, 0), (1, 0, -1), (0, 0, 0))",0,"(0, 0)",3
2535,"((0, 1, 0), (0, 1, -1), (-1, -1, 1))",2,"(0, 0)",6
2536,"((0, 1, 0), (0, 1, -1), (-1, 0, 1))",2,"(0, 0)",5
2537,"((0, 1, 0), (0, 1, -1), (-1, 0, 0))",2,"(0, 0)",4
2538,"((0, 1, 0), (0, 1, -1), (1, -1, -1))",2,"(0, 2)",6
2539,"((0, 1, 0), (0, 1, -1), (1, -1, 0))",0,"(0, 2)",5
2540,"((0, 1, 0), (0, 1, -1), (0, -1, 1))",0,"(0, 0)",5
2541,"((0, 1, 0), (0, 1, -1), (0, -1, 0))",2,"(0, 0)",4
2542,"((0, 1, 0), (0, 1, -1), (1, 0, -1))",-2,"(0, 2)",5
2543,"((0, 1, 0), (0, 1, -1), (0, 0, -1))",2,"(0, 2)",4
2544,"((0, 1, 0), (0, 1, -1), (0, 0, 0))",2,"(0, 0)",3
2545,"((0, 1, 0), (0, 0, -1), (1, -1, 1))",0,"(0, 0)",5
2546,"((0, 1, 0), (0, 0, -1), (1, -1, 0))",2,"(0, 0)",4
2547,"((0, 1, 0), (0, 0, -1), (1, 1, -1))",-2,"(0, 2)",5
2548,"((0, 1, 0), (0, 0, -1), (1, 0, -1))",2,"(0, 2)",4
2549,"((0, 1, 0), (0, 0, -1), (1, 0, 0))",0,"(1, 1)",3
2550,"((0, 1, 0), (0, 0, -1), (-1, 1, 1))",-2,"(1, 1)",5
2551,"((0, 1, 0), (0, 0, -1), (-1, 1, 0))",2,"(0, 0)",4
2552,"((0, 1, 0), (0, 0, -1), (0, 1, -1))",2,"(0, 2)",4
2553,"((0, 1, 0), (0, 0, -1), (0, 1, 0))",-2,"(1, 1)",3
2554,"((0, 1, 0), (0, 0, -1), (-1, 0, 1))",2,"(0, 0)",4
2555,"((0, 1, 0), (0, 0, -1), (0, -1, 1))",2,"(0, 0)",4
2556,"((0, 1, 0), (0, 0, -1), (0, 0, 1))",0,"(1, 1)",3
2557,"((0, 1, 0), (0, 0, -1), (0, 0, 0))",2,"(0, 2)",2
2558,"((0, 1, 1), (1, 0, 0), (-1, -1, 0))",-2,"(2, 2)",5
2559,"((0, 1, 1), (0, 1, 0), (-1, -1, 0))",-2,"(0, 0)",5
2560,"((0, 1, 1), (0, 0, 1), (-1, -1, 0))",-2,"(2, 2)",5
2561,"((0, 1, 1), (0, 0, 0), (-1, -1, 1))",2,"(0, 0)",5
2562,"((0, 1, 1), (0, 0, 0), (-1, -1, 0))",2,"(0, 0)",4
2563,"((0, 1, 1), (1, 0, 0), (-1, 0, -1))",-2,"(0, 0)",5
2564,"((0, 1, 1), (0, 1, 0), (-1, 0, -1))",-2,"(2, 1)",5
2565,"((0, 1, 1), (0, 0, 1), (-1, 0, -1))",-2,"(0, 0)",5
2566,"((0, 1, 1), (0, 0, 0), (-1, 1, -1))",2,"(0, 0)",5
2567,"((0, 1, 1), (0, 0, 0), (-1, 0, -1))",2,"(0, 0)",4
2568,"((0, 1, 1), (0, 0, 0), (-1, 0, 0))",-2,"(0, 0)",3
2569,"((0, 1, 0), (1, 1, 0), (-1, -1, 0))",-2,"(2, 2)",5
2570,"((0, 1, 0), (1, 0, 1), (-1, -1, 0))",-2,"(1, 1)",5
2571,"((0, 1, 0), (1, 0, 0), (-1, -1, 1))",2,"(0, 0)",5
2572,"((0, 1, 0), (1, 0, 0), (-1, -1, 0))",2,"(2, 2)",4
2573,"((0, 1, 0), (1, 1, 0), (-1, 0, -1))",-2,"(2, 1)",5
2574,"((0, 1, 0), (1, 0, 1), (-1, 0, -1))",-2,"(1, 1)",5
2575,"((0, 1, 0), (1, 0, 0), (-1, 1, -1))",-2,"(1, 1)",5
2576,"((0, 1, 0), (1, 0, 0), (-1, 0, -1))",-2,"(0, 0)",4
2577,"((0, 1, 0), (1, 0, 0), (-1, 0, 0))",-2,"(2, 2)",3
2578,"((0, 1, 0), (0, 1, 1), (-1, -1, 0))",-2,"(1, 0)",5
2579,"((0, 1, 0), (0, 1, 0), (-1, -1, 1))",0,"(0, 0)",5
2580,"((0, 1, 0), (0, 1, 0), (-1, -1, 0))",0,"(2, 2)",4
2581,"((0, 1, 0), (0, 1, 1), (-1, 0, -1))",-2,"(2, 1)",5
2582,"((0, 1, 0), (0, 1, 0), (-1, 0, -1))",2,"(2, 1)",4
2583,"((0, 1, 0), (0, 1, 0), (-1, 0, 0))",0,"(2, 1)",3
2584,"((0, 1, 0), (0, 0, 1), (-1, -1, 1))",2,"(0, 0)",5
2585,"((0, 1, 0), (0, 0, 1), (-1, -1, 0))",2,"(2, 2)",4
2586,"((0, 1, 0), (0, 0, 1), (-1, 1, -1))",-2,"(1, 1)",5
2587,"((0, 1, 0), (0, 0, 1), (-1, 0, -1))",-2,"(0, 0)",4
2588,"((0, 1, 0), (0, 0, 1), (-1, 0, 0))",-2,"(0, 0)",3
2589,"((0, 1, 0), (0, 0, 0), (-1, 1, -1))",2,"(0, 0)",4
2590,"((0, 1, 0), (0, 0, 0), (-1, 1, 0))",-2,"(1, 1)",3
2591,"((0, 1, 0), (0, 0, 0), (-1, -1, 1))",2,"(0, 0)",4
2592,"((0, 1, 0), (0, 0, 0), (-1, 0, 1))",0,"(0, 0)",3
2593,"((0, 1, 0), (0, 0, 0), (-1, 0, 0))",2,"(0, 0)",2
2594,"((0, 1, 1), (1, 0, 0), (0, -1, -1))",-2,"(0, 0)",5
2595,"((0, 1, 1), (0, 1, 0), (0, -1, -1))",-2,"(2, 0)",5
2596,"((0, 1, 1), (0, 0, 1), (0, -1, -1))",-2,"(0, 0)",5
2597,"((0, 1, 1), (0, 0, 0), (1, -1, -1))",2,"(0, 0)",5
2598,"((0, 1, 1), (0, 0, 0), (0, -1, -1))",2,"(0, 0)",4
2599,"((0, 1, 1), (0, 0, 0), (0, -1, 0))",0,"(0, 0)",3
2600,"((0, 1, 0), (1, 1, 0), (0, -1, -1))",-2,"(1, 2)",5
2601,"((0, 1, 0), (1, 0, 1), (0, -1, -1))",-2,"(1, 1)",5
2602,"((0, 1, 0), (1, 0, 0), (1, -1, -1))",2,"(0, 0)",5
2603,"((0, 1, 0), (1, 0, 0), (0, -1, -1))",2,"(2, 0)",4
2604,"((0, 1, 0), (1, 0, 0), (0, -1, 0))",0,"(0, 0)",3
2605,"((0, 1, 0), (0, 1, 1), (0, -1, -1))",-2,"(2, 0)",5
2606,"((0, 1, 0), (0, 1, 0), (1, -1, -1))",0,"(0, 2)",5
2607,"((0, 1, 0), (0, 1, 0), (0, -1, -1))",0,"(2, 0)",4
2608,"((0, 1, 0), (0, 1, 0), (0, -1, 0))",0,"(0, 0)",3
2609,"((0, 1, 0), (0, 0, 1), (1, -1, -1))",2,"(0, 0)",5
2610,"((0, 1, 0), (0, 0, 1), (0, -1, -1))",2,"(2, 0)",4
2611,"((0, 1, 0), (0, 0, 1), (0, -1, 0))",0,"(0, 0)",3
2612,"((0, 1, 0), (0, 0, 0), (1, -1, -1))",2,"(0, 0)",4
2613,"((0, 1, 0), (0, 0, 0), (1, -1, 0))",0,"(0, 0)",3
2614,"((0, 1, 0), (0, 0, 0), (0, -1, 1))",0,"(0, 0)",3
2615,"((0, 1, 0), (0, 0, 0), (0, -1, 0))",0,"(0, 0)",2
2616,"((0, 1, 1), (0, 0, 0), (0, 0, -1))",2,"(0, 0)",3
2617,"((0, 1, 0), (1, 0, 0), (0, 0, -1))",-2,"(0, 2)",3
2618,"((0, 1, 0), (0, 1, 0), (0, 0, -1))",0,"(2, 1)",3
2619,"((0, 1, 0), (0, 0, 1), (0, 0, -1))",-2,"(2, 0)",3
2620,"((0, 1, 0), (0, 0, 0), (1, 0, -1))",0,"(0, 2)",3
2621,"((0, 1, 0), (0, 0, 0), (0, 1, -1))",-2,"(1, 1)",3
2622,"((0, 1, 0), (0, 0, 0), (0, 0, -1))",2,"(0, 2)",2
2623,"((0, 1, 0), (0, 0, 0), (0, 0, 0))",0,"(0, 0)",1
2624,"((-1, -1, 1), (1, 1, -1), (-1, 1, 0))",0,"(2, 2)",8
2625,"((-1, -1, 1), (1, 1, -1), (0, 1, -1))",2,"(2, 0)",8
2626,"((-1, -1, 1), (1, 1, -1), (0, 1, 0))",0,"(2, 0)",7
2627,"((-1, -1, 1), (1, 1, -1), (-1, 0, 1))",0,"(2, 1)",8
2628,"((-1, -1, 1), (1, 1, -1), (0, -1, 1))",2,"(2, 0)",8
2629,"((-1, -1, 1), (1, 1, -1), (0, 0, 1))",0,"(2, 0)",7
2630,"((-1, -1, 1), (1, 1, -1), (0, 0, 0))",2,"(2, 0)",6
2631,"((-1, -1, 1), (1, 1, 0), (-1, 1, -1))",2,"(1, 2)",8
2632,"((-1, -1, 1), (1, 1, 0), (-1, 1, 0))",0,"(1, 2)",7
2633,"((-1, -1, 1), (1, 1, 0), (-1, -1, 1))",2,"(1, 2)",8
2634,"((-1, -1, 1), (1, 1, 0), (-1, 0, 1))",0,"(1, 2)",7
2635,"((-1, -1, 1), (1, 1, 0), (-1, 0, 0))",2,"(1, 2)",6
2636,"((-1, -1, 1), (1, 1, 0), (0, -1, 1))",2,"(1, 2)",7
2637,"((-1, -1, 1), (1, 1, 0), (0, -1, 0))",2,"(1, 2)",6
2638,"((-1, -1, 1), (1, 1, 0), (0, 1, -1))",2,"(1, 2)",7
2639,"((-1, -1, 1), (1, 1, 0), (0, 0, -1))",2,"(1, 2)",6
2640,"((-1, -1, 1), (1, 1, 0), (0, 0, 0))",2,"(1, 2)",5
2641,"((-1, -1, 1), (1, -1, 1), (1, 0, 0))",-2,"(2, 1)",7
2642,"((-1, -1, 1), (1, -1, 1), (-1, 1, 0))",2,"(2, 2)",8
2643,"((-1, -1, 1), (1, -1, 1), (0, 1, 0))",-2,"(2, 2)",7
2644,"((-1, -1, 1), (1, -1, 1), (0, 0, 0))",2,"(2, 2)",6
2645,"((-1, -1, 1), (1, 0, 1), (-1, 1, -1))",2,"(1, 1)",8
2646,"((-1, -1, 1), (1, 0, 1), (-1, 1, 0))",2,"(1, 1)",7
2647,"((-1, -1, 1), (1, 0, 1), (-1, 0, 0))",2,"(1, 1)",6
2648,"((-1, -1, 1), (1, 0, 1), (1, -1, -1))",2,"(1, 1)",8
2649,"((-1, -1, 1), (1, 0, 1), (1, -1, 0))",-2,"(1, 1)",7
2650,"((-1, -1, 1), (1, 0, 1), (0, -1, 0))",2,"(1, 1)",6
2651,"((-1, -1, 1), (1, 0, 1), (1, 0, -1))",-2,"(1, 1)",7
2652,"((-1, -1, 1), (1, 0, 1), (0, 1, -1))",-2,"(1, 1)",7
2653,"((-1, -1, 1), (1, 0, 1), (0, 0, -1))",2,"(1, 1)",6
2654,"((-1, -1, 1), (1, 0, 1), (0, 0, 0))",2,"(1, 1)",5
2655,"((-1, -1, 1), (1, -1, -1), (1, 1, 0))",2,"(2, 2)",8
2656,"((-1, -1, 1), (1, -1, 0), (1, 1, 0))",-2,"(2, 2)",7
2657,"((-1, -1, 1), (1, -1, -1), (1, 0, 1))",2,"(2, 1)",8
2658,"((-1, -1, 1), (1, -1, 0), (1, 0, 1))",-2,"(2, 1)",7
2659,"((-1, -1, 1), (1, -1, 0), (1, 0, 0))",-2,"(1, 2)",6
2660,"((-1, -1, 1), (1, 0, -1), (1, 1, -1))",2,"(1, 1)",8
2661,"((-1, -1, 1), (1, 0, -1), (1, 1, 0))",2,"(1, 1)",7
2662,"((-1, -1, 1), (1, 0, -1), (1, -1, 1))",2,"(1, 1)",8
2663,"((-1, -1, 1), (1, 0, -1), (1, 0, 1))",2,"(1, 1)",7
2664,"((-1, -1, 1), (1, 0, -1), (1, 0, 0))",2,"(1, 1)",6
2665,"((-1, -1, 1), (1, 0, 0), (1, -1, 1))",-2,"(1, 1)",7
2666,"((-1, -1, 1), (1, 0, 0), (1, -1, 0))",2,"(1, 1)",6
2667,"((-1, -1, 1), (1, 0, 0), (1, 1, -1))",-2,"(1, 1)",7
2668,"((-1, -1, 1), (1, 0, 0), (1, 0, -1))",2,"(1, 1)",6
2669,"((-1, -1, 1), (1, 0, 0), (1, 0, 0))",-2,"(1, 1)",5
2670,"((-1, -1, 1), (1, -1, -1), (0, 1, 1))",2,"(2, 0)",8
2671,"((-1, -1, 1), (1, -1, 0), (-1, 1, 1))",2,"(1, 2)",8
2672,"((-1, -1, 1), (1, -1, 0), (0, 1, 1))",2,"(1, 2)",7
2673,"((-1, -1, 1), (1, -1, 0), (0, 1, 0))",2,"(2, 2)",6
2674,"((-1, -1, 1), (1, 0, -1), (-1, 1, 1))",0,"(1, 1)",8
2675,"((-1, -1, 1), (1, 0, -1), (0, 1, 1))",0,"(2, 0)",7
2676,"((-1, -1, 1), (1, 0, -1), (0, 1, 0))",2,"(2, 0)",6
2677,"((-1, -1, 1), (1, 0, 0), (-1, 1, 1))",0,"(1, 2)",7
2678,"((-1, -1, 1), (1, 0, 0), (-1, 1, 0))",2,"(1, 2)",6
2679,"((-1, -1, 1), (1, 0, 0), (0, 1, -1))",2,"(1, 1)",6
2680,"((-1, -1, 1), (1, 0, 0), (0, 1, 0))",2,"(1, 1)",5
2681,"((-1, -1, 1), (1, -1, 0), (0, 0, 1))",2,"(1, 2)",6
