,Board State,Score,Best Move,Depth
827,"((1, 0, -1), (0, -1, 0), (1, 1, 0))",2,"(0, 1)",5
828,"((1, 0, -1), (0, -1, -1), (1, 0, 1))",2,"(1, 0)",6
829,"((1, 0, -1), (0, -1, 0), (1, -1, 1))",2,"(1, 0)",6
830,"((1, 0, -1), (0, -1, 0), (1, 0, 1))",2,"(0, 1)",5
831,"((1, 0, -1), (0, -1, 0), (1, 0, 0))",2,"(1, 0)",4
832,"((1, 0, -1), (0, 0, -1), (1, 1, 0))",-2,"(2, 2)",5
833,"((1, 0, -1), (0, 0, -1), (1, -1, 1))",2,"(0, 1)",6
834,"((1, 0, -1), (0, 0, -1), (1, 0, 1))",2,"(0, 1)",5
835,"((1, 0, -1), (0, 0, -1), (1, 0, 0))",2,"(1, 0)",4
836,"((1, 0, -1), (0, 0, 0), (1, -1, 1))",2,"(0, 1)",5
837,"((1, 0, -1), (0, 0, 0), (1, -1, 0))",2,"(1, 0)",4
838,"((1, 0, -1), (0, 0, 0), (1, 1, -1))",-2,"(1, 2)",5
839,"((1, 0, -1), (0, 0, 0), (1, 0, -1))",2,"(1, 0)",4
840,"((1, 0, -1), (0, 0, 0), (1, 0, 0))",2,"(0, 1)",3
841,"((1, 0, -1), (-1, -1, 0), (0, 1, 1))",2,"(2, 0)",6
842,"((1, 0, -1), (-1, 0, -1), (0, 1, 1))",2,"(1, 1)",6
843,"((1, 0, -1), (-1, 0, 0), (-1, 1, 1))",2,"(1, 1)",6
844,"((1, 0, -1), (-1, 0, 0), (0, 1, 1))",2,"(0, 1)",5
845,"((1, 0, -1), (-1, 0, 0), (0, 1, 0))",2,"(1, 1)",4
846,"((1, 0, -1), (0, -1, -1), (0, 1, 1))",2,"(2, 0)",6
847,"((1, 0, -1), (0, -1, 0), (0, 1, 1))",-2,"(2, 0)",5
848,"((1, 0, -1), (0, -1, 0), (0, 1, 0))",2,"(2, 0)",4
849,"((1, 0, -1), (0, 0, -1), (-1, 1, 1))",2,"(1, 1)",6
850,"((1, 0, -1), (0, 0, -1), (0, 1, 1))",2,"(0, 1)",5
851,"((1, 0, -1), (0, 0, -1), (0, 1, 0))",2,"(2, 2)",4
852,"((1, 0, -1), (0, 0, 0), (-1, 1, 1))",-2,"(1, 1)",5
853,"((1, 0, -1), (0, 0, 0), (-1, 1, 0))",2,"(1, 1)",4
854,"((1, 0, -1), (0, 0, 0), (0, 1, -1))",0,"(1, 2)",4
855,"((1, 0, -1), (0, 0, 0), (0, 1, 0))",0,"(2, 2)",3
856,"((1, 0, -1), (-1, 0, 0), (0, 0, 1))",2,"(1, 1)",4
857,"((1, 0, -1), (0, -1, 0), (0, 0, 1))",2,"(2, 0)",4
858,"((1, 0, -1), (0, 0, -1), (0, 0, 1))",2,"(1, 0)",4
859,"((1, 0, -1), (0, 0, 0), (-1, 0, 1))",2,"(1, 1)",4
860,"((1, 0, -1), (0, 0, 0), (0, -1, 1))",2,"(1, 0)",4
861,"((1, 0, -1), (0, 0, 0), (0, 0, 1))",2,"(0, 1)",3
862,"((1, 0, -1), (0, 0, 0), (0, 0, 0))",2,"(1, 0)",2
863,"((1, 1, 0), (-1, -1, 1), (-1, 1, -1))",2,"(0, 2)",8
864,"((1, 1, 0), (-1, -1, 1), (-1, 1, 0))",-2,"(0, 2)",7
865,"((1, 1, 0), (-1, -1, 1), (-1, -1, 1))",2,"(0, 2)",8
866,"((1, 1, 0), (-1, -1, 1), (-1, 0, 1))",-2,"(0, 2)",7
867,"((1, 1, 0), (-1, -1, 1), (-1, 0, 0))",2,"(0, 2)",6
868,"((1, 1, 0), (-1, -1, 1), (1, -1, -1))",2,"(0, 2)",8
869,"((1, 1, 0), (-1, -1, 1), (1, -1, 0))",0,"(0, 2)",7
870,"((1, 1, 0), (-1, -1, 1), (0, -1, 1))",0,"(0, 2)",7
871,"((1, 1, 0), (-1, -1, 1), (0, -1, 0))",2,"(0, 2)",6
872,"((1, 1, 0), (-1, -1, 1), (1, 0, -1))",0,"(0, 2)",7
873,"((1, 1, 0), (-1, -1, 1), (0, 1, -1))",0,"(0, 2)",7
874,"((1, 1, 0), (-1, -1, 1), (0, 0, -1))",2,"(0, 2)",6
875,"((1, 1, 0), (-1, -1, 1), (0, 0, 0))",0,"(0, 2)",5
876,"((1, 1, 0), (-1, -1, 0), (1, -1, 1))",-2,"(1, 2)",7
877,"((1, 1, 0), (-1, -1, 0), (1, -1, 0))",2,"(0, 2)",6
878,"((1, 1, 0), (-1, -1, 0), (1, 1, -1))",-2,"(1, 2)",7
879,"((1, 1, 0), (-1, -1, 0), (1, 0, -1))",2,"(0, 2)",6
880,"((1, 1, 0), (-1, -1, 0), (1, 0, 0))",-2,"(1, 2)",5
881,"((1, 1, 0), (-1, -1, 0), (-1, 1, 1))",-2,"(0, 2)",7
882,"((1, 1, 0), (-1, -1, 0), (-1, 1, 0))",2,"(0, 2)",6
883,"((1, 1, 0), (-1, -1, 0), (0, 1, -1))",2,"(0, 2)",6
884,"((1, 1, 0), (-1, -1, 0), (0, 1, 0))",-2,"(0, 2)",5
885,"((1, 1, 0), (-1, -1, 0), (-1, 0, 1))",2,"(0, 2)",6
886,"((1, 1, 0), (-1, -1, 0), (0, -1, 1))",2,"(0, 2)",6
887,"((1, 1, 0), (-1, -1, 0), (0, 0, 1))",-2,"(0, 2)",5
888,"((1, 1, 0), (-1, -1, 0), (0, 0, 0))",2,"(0, 2)",4
889,"((1, 1, 0), (-1, 1, -1), (-1, 0, 0))",2,"(0, 2)",6
890,"((1, 1, 0), (-1, 1, -1), (1, -1, -1))",2,"(0, 2)",8
891,"((1, 1, 0), (-1, 1, -1), (1, -1, 0))",2,"(0, 2)",7
892,"((1, 1, 0), (-1, 1, -1), (0, -1, 0))",2,"(0, 2)",6
893,"((1, 1, 0), (-1, 1, -1), (1, 0, -1))",-2,"(0, 2)",7
894,"((1, 1, 0), (-1, 1, -1), (0, 0, -1))",2,"(0, 2)",6
895,"((1, 1, 0), (-1, 1, -1), (0, 0, 0))",2,"(0, 2)",5
896,"((1, 1, 0), (-1, 0, -1), (1, -1, 1))",-2,"(1, 1)",7
897,"((1, 1, 0), (-1, 0, -1), (1, -1, 0))",2,"(0, 2)",6
898,"((1, 1, 0), (-1, 0, -1), (1, 1, -1))",-2,"(0, 2)",7
899,"((1, 1, 0), (-1, 0, -1), (1, 0, -1))",2,"(0, 2)",6
900,"((1, 1, 0), (-1, 0, -1), (1, 0, 0))",-2,"(0, 2)",5
901,"((1, 1, 0), (-1, 0, -1), (-1, 1, 1))",-2,"(1, 1)",7
902,"((1, 1, 0), (-1, 0, -1), (-1, 1, 0))",2,"(0, 2)",6
903,"((1, 1, 0), (-1, 0, -1), (0, 1, -1))",2,"(0, 2)",6
904,"((1, 1, 0), (-1, 0, -1), (0, 1, 0))",-2,"(1, 1)",5
905,"((1, 1, 0), (-1, 0, -1), (-1, 0, 1))",2,"(0, 2)",6
906,"((1, 1, 0), (-1, 0, -1), (0, -1, 1))",2,"(0, 2)",6
907,"((1, 1, 0), (-1, 0, -1), (0, 0, 1))",-2,"(1, 1)",5
908,"((1, 1, 0), (-1, 0, -1), (0, 0, 0))",2,"(0, 2)",4
909,"((1, 1, 0), (-1, 1, 1), (-1, -1, 0))",-2,"(2, 2)",7
910,"((1, 1, 0), (-1, 1, 0), (-1, -1, 0))",2,"(0, 2)",6
911,"((1, 1, 0), (-1, 1, 1), (-1, 0, -1))",-2,"(2, 1)",7
912,"((1, 1, 0), (-1, 1, 0), (-1, 0, -1))",2,"(0, 2)",6
913,"((1, 1, 0), (-1, 1, 0), (-1, 0, 0))",2,"(0, 2)",5
914,"((1, 1, 0), (-1, 0, 1), (-1, -1, 1))",2,"(0, 2)",7
915,"((1, 1, 0), (-1, 0, 1), (-1, -1, 0))",2,"(0, 2)",6
916,"((1, 1, 0), (-1, 0, 1), (-1, 1, -1))",2,"(0, 2)",7
917,"((1, 1, 0), (-1, 0, 1), (-1, 0, -1))",2,"(0, 2)",6
918,"((1, 1, 0), (-1, 0, 1), (-1, 0, 0))",2,"(0, 2)",5
919,"((1, 1, 0), (-1, 0, 0), (-1, 1, -1))",2,"(0, 2)",6
920,"((1, 1, 0), (-1, 0, 0), (-1, 1, 0))",2,"(0, 2)",5
921,"((1, 1, 0), (-1, 0, 0), (-1, -1, 1))",2,"(0, 2)",6
922,"((1, 1, 0), (-1, 0, 0), (-1, 0, 1))",2,"(0, 2)",5
923,"((1, 1, 0), (-1, 0, 0), (-1, 0, 0))",2,"(0, 2)",4
924,"((1, 1, 0), (-1, 1, 1), (0, -1, -1))",-2,"(2, 0)",7
925,"((1, 1, 0), (-1, 1, 0), (1, -1, -1))",0,"(0, 2)",7
926,"((1, 1, 0), (-1, 1, 0), (0, -1, -1))",2,"(0, 2)",6
927,"((1, 1, 0), (-1, 1, 0), (0, -1, 0))",2,"(0, 2)",5
928,"((1, 1, 0), (-1, 0, 1), (1, -1, -1))",0,"(0, 2)",7
929,"((1, 1, 0), (-1, 0, 1), (0, -1, -1))",2,"(0, 2)",6
930,"((1, 1, 0), (-1, 0, 1), (0, -1, 0))",0,"(0, 2)",5
931,"((1, 1, 0), (-1, 0, 0), (1, -1, -1))",2,"(0, 2)",6
932,"((1, 1, 0), (-1, 0, 0), (1, -1, 0))",0,"(0, 2)",5
933,"((1, 1, 0), (-1, 0, 0), (0, -1, 1))",2,"(0, 2)",5
934,"((1, 1, 0), (-1, 0, 0), (0, -1, 0))",2,"(0, 2)",4
935,"((1, 1, 0), (-1, 1, 0), (0, 0, -1))",2,"(0, 2)",5
936,"((1, 1, 0), (-1, 0, 1), (0, 0, -1))",0,"(0, 2)",5
937,"((1, 1, 0), (-1, 0, 0), (1, 0, -1))",0,"(0, 2)",5
938,"((1, 1, 0), (-1, 0, 0), (0, 1, -1))",2,"(0, 2)",5
939,"((1, 1, 0), (-1, 0, 0), (0, 0, -1))",2,"(0, 2)",4
940,"((1, 1, 0), (-1, 0, 0), (0, 0, 0))",2,"(0, 2)",3
941,"((1, 0, 1), (-1, -1, 1), (-1, 1, -1))",2,"(0, 1)",8
942,"((1, 0, 1), (-1, -1, 1), (-1, 1, 0))",2,"(0, 1)",7
943,"((1, 0, 1), (-1, -1, 1), (-1, 0, 0))",2,"(0, 1)",6
944,"((1, 0, 1), (-1, -1, 1), (1, -1, -1))",2,"(0, 1)",8
945,"((1, 0, 1), (-1, -1, 1), (1, -1, 0))",-2,"(0, 1)",7
946,"((1, 0, 1), (-1, -1, 1), (0, -1, 0))",2,"(0, 1)",6
947,"((1, 0, 1), (-1, -1, 1), (1, 0, -1))",0,"(0, 1)",7
948,"((1, 0, 1), (-1, -1, 1), (0, 1, -1))",0,"(0, 1)",7
949,"((1, 0, 1), (-1, -1, 1), (0, 0, -1))",2,"(0, 1)",6
950,"((1, 0, 1), (-1, -1, 1), (0, 0, 0))",2,"(0, 1)",5
951,"((1, 0, 1), (-1, -1, 0), (1, -1, 1))",-2,"(0, 1)",7
952,"((1, 0, 1), (-1, -1, 0), (1, -1, 0))",2,"(0, 1)",6
953,"((1, 0, 1), (-1, -1, 0), (1, 1, -1))",-2,"(1, 2)",7
954,"((1, 0, 1), (-1, -1, 0), (1, 0, -1))",2,"(0, 1)",6
955,"((1, 0, 1), (-1, -1, 0), (1, 0, 0))",-2,"(0, 1)",5
956,"((1, 0, 1), (-1, -1, 0), (-1, 1, 1))",-2,"(1, 2)",7
957,"((1, 0, 1), (-1, -1, 0), (-1, 1, 0))",2,"(0, 1)",6
958,"((1, 0, 1), (-1, -1, 0), (0, 1, -1))",2,"(0, 1)",6
959,"((1, 0, 1), (-1, -1, 0), (0, 1, 0))",-2,"(1, 2)",5
960,"((1, 0, 1), (-1, -1, 0), (-1, 0, 1))",2,"(0, 1)",6
961,"((1, 0, 1), (-1, -1, 0), (0, -1, 1))",2,"(0, 1)",6
962,"((1, 0, 1), (-1, -1, 0), (0, 0, 1))",-2,"(1, 2)",5
963,"((1, 0, 1), (-1, -1, 0), (0, 0, 0))",2,"(0, 1)",4
964,"((1, 0, 1), (-1, 1, -1), (-1, 1, -1))",2,"(0, 1)",8
965,"((1, 0, 1), (-1, 1, -1), (-1, 1, 0))",2,"(0, 1)",7
966,"((1, 0, 1), (-1, 1, -1), (-1, 0, 0))",2,"(0, 1)",6
967,"((1, 0, 1), (-1, 1, -1), (0, -1, 0))",2,"(0, 1)",6
968,"((1, 0, 1), (-1, 1, -1), (0, 1, -1))",2,"(0, 1)",7
969,"((1, 0, 1), (-1, 1, -1), (0, 0, -1))",2,"(0, 1)",6
970,"((1, 0, 1), (-1, 1, -1), (0, 0, 0))",2,"(0, 1)",5
971,"((1, 0, 1), (-1, 0, -1), (1, -1, 1))",-2,"(1, 1)",7
972,"((1, 0, 1), (-1, 0, -1), (1, -1, 0))",2,"(0, 1)",6
973,"((1, 0, 1), (-1, 0, -1), (1, 1, -1))",-2,"(1, 1)",7
974,"((1, 0, 1), (-1, 0, -1), (1, 0, -1))",2,"(0, 1)",6
975,"((1, 0, 1), (-1, 0, -1), (1, 0, 0))",-2,"(1, 1)",5
976,"((1, 0, 1), (-1, 0, -1), (-1, 1, 1))",-2,"(1, 1)",7
977,"((1, 0, 1), (-1, 0, -1), (-1, 1, 0))",2,"(0, 1)",6
978,"((1, 0, 1), (-1, 0, -1), (0, 1, -1))",2,"(0, 1)",6
979,"((1, 0, 1), (-1, 0, -1), (0, 1, 0))",-2,"(1, 1)",5
980,"((1, 0, 1), (-1, 0, -1), (-1, 0, 1))",2,"(0, 1)",6
981,"((1, 0, 1), (-1, 0, -1), (0, -1, 1))",2,"(0, 1)",6
982,"((1, 0, 1), (-1, 0, -1), (0, 0, 1))",-2,"(1, 1)",5
983,"((1, 0, 1), (-1, 0, -1), (0, 0, 0))",2,"(0, 1)",4
984,"((1, 0, 1), (-1, 1, 1), (-1, -1, 0))",-2,"(2, 2)",7
985,"((1, 0, 1), (-1, 1, 0), (-1, -1, 0))",2,"(0, 1)",6
986,"((1, 0, 1), (-1, 1, 1), (-1, 0, -1))",-2,"(2, 1)",7
987,"((1, 0, 1), (-1, 1, 0), (-1, 1, -1))",0,"(0, 1)",7
988,"((1, 0, 1), (-1, 1, 0), (-1, 0, -1))",2,"(0, 1)",6
989,"((1, 0, 1), (-1, 1, 0), (-1, 0, 0))",2,"(0, 1)",5
990,"((1, 0, 1), (-1, 0, 1), (-1, -1, 0))",2,"(0, 1)",6
991,"((1, 0, 1), (-1, 0, 1), (-1, 1, -1))",0,"(0, 1)",7
992,"((1, 0, 1), (-1, 0, 1), (-1, 0, -1))",2,"(0, 1)",6
993,"((1, 0, 1), (-1, 0, 1), (-1, 0, 0))",2,"(0, 1)",5
994,"((1, 0, 1), (-1, 0, 0), (-1, 1, -1))",2,"(0, 1)",6
995,"((1, 0, 1), (-1, 0, 0), (-1, 1, 0))",2,"(0, 1)",5
996,"((1, 0, 1), (-1, 0, 0), (-1, -1, 1))",2,"(0, 1)",6
997,"((1, 0, 1), (-1, 0, 0), (-1, 0, 1))",2,"(0, 1)",5
998,"((1, 0, 1), (-1, 0, 0), (-1, 0, 0))",2,"(0, 1)",4
999,"((1, 0, 1), (-1, 1, 1), (0, -1, -1))",-2,"(2, 0)",7
1000,"((1, 0, 1), (-1, 1, 0), (0, -1, -1))",2,"(0, 1)",6
1001,"((1, 0, 1), (-1, 1, 0), (0, -1, 0))",2,"(0, 1)",5
1002,"((1, 0, 1), (-1, 0, 1), (1, -1, -1))",2,"(0, 1)",7
1003,"((1, 0, 1), (-1, 0, 1), (0, -1, -1))",2,"(0, 1)",6
1004,"((1, 0, 1), (-1, 0, 1), (0, -1, 0))",2,"(0, 1)",5
1005,"((1, 0, 1), (-1, 0, 0), (1, -1, -1))",2,"(0, 1)",6
1006,"((1, 0, 1), (-1, 0, 0), (1, -1, 0))",2,"(0, 1)",5
1007,"((1, 0, 1), (-1, 0, 0), (0, -1, 1))",2,"(0, 1)",5
1008,"((1, 0, 1), (-1, 0, 0), (0, -1, 0))",2,"(0, 1)",4
1009,"((1, 0, 1), (-1, 1, 0), (0, 0, -1))",2,"(0, 1)",5
1010,"((1, 0, 1), (-1, 0, 1), (0, 0, -1))",0,"(0, 1)",5
1011,"((1, 0, 1), (-1, 0, 0), (1, 0, -1))",2,"(0, 1)",5
1012,"((1, 0, 1), (-1, 0, 0), (0, 1, -1))",0,"(0, 1)",5
1013,"((1, 0, 1), (-1, 0, 0), (0, 0, -1))",2,"(0, 1)",4
1014,"((1, 0, 1), (-1, 0, 0), (0, 0, 0))",2,"(0, 1)",3
1015,"((1, 0, 0), (-1, 1, -1), (1, -1, 0))",2,"(0, 1)",6
1016,"((1, 0, 0), (-1, 1, -1), (1, 1, -1))",-2,"(0, 2)",7
1017,"((1, 0, 0), (-1, 1, -1), (1, 0, -1))",2,"(0, 2)",6
1018,"((1, 0, 0), (-1, 1, -1), (1, 0, 0))",2,"(0, 1)",5
1019,"((1, 0, 0), (-1, 1, -1), (-1, 1, 0))",2,"(0, 1)",6
1020,"((1, 0, 0), (-1, 1, -1), (0, 1, -1))",2,"(0, 1)",6
1021,"((1, 0, 0), (-1, 1, -1), (0, 1, 0))",2,"(0, 1)",5
1022,"((1, 0, 0), (-1, 1, -1), (0, 0, 0))",2,"(0, 1)",4
1023,"((1, 0, 0), (-1, 1, 1), (-1, -1, 0))",2,"(2, 2)",6
1024,"((1, 0, 0), (-1, 1, 1), (-1, 1, -1))",0,"(0, 1)",7
1025,"((1, 0, 0), (-1, 1, 1), (-1, 0, -1))",0,"(2, 1)",6
1026,"((1, 0, 0), (-1, 1, 1), (-1, 0, 0))",0,"(2, 2)",5
1027,"((1, 0, 0), (-1, 1, 0), (-1, 1, -1))",2,"(0, 1)",6
1028,"((1, 0, 0), (-1, 1, 0), (-1, 1, 0))",2,"(0, 1)",5
1029,"((1, 0, 0), (-1, 1, 0), (-1, 0, 0))",2,"(0, 1)",4
1030,"((1, 0, 0), (-1, 1, 1), (1, -1, -1))",0,"(0, 2)",7
1031,"((1, 0, 0), (-1, 1, 1), (0, -1, -1))",0,"(2, 0)",6
1032,"((1, 0, 0), (-1, 1, 1), (0, -1, 0))",0,"(2, 2)",5
1033,"((1, 0, 0), (-1, 1, 0), (1, -1, -1))",2,"(0, 2)",6
1034,"((1, 0, 0), (-1, 1, 0), (1, -1, 0))",2,"(0, 1)",5
1035,"((1, 0, 0), (-1, 1, 0), (0, -1, 0))",2,"(0, 1)",4
1036,"((1, 0, 0), (-1, 1, 1), (0, 0, -1))",0,"(0, 1)",5
1037,"((1, 0, 0), (-1, 1, 0), (1, 0, -1))",0,"(0, 2)",5
1038,"((1, 0, 0), (-1, 1, 0), (0, 1, -1))",0,"(0, 1)",5
1039,"((1, 0, 0), (-1, 1, 0), (0, 0, -1))",2,"(0, 1)",4
1040,"((1, 0, 0), (-1, 1, 0), (0, 0, 0))",2,"(0, 1)",3
1041,"((1, 0, 0), (-1, -1, 1), (1, -1, 1))",-2,"(0, 1)",7
1042,"((1, 0, 0), (-1, -1, 1), (1, -1, 0))",0,"(0, 1)",6
1043,"((1, 0, 0), (-1, -1, 1), (1, 1, -1))",0,"(0, 1)",7
1044,"((1, 0, 0), (-1, -1, 1), (1, 0, -1))",0,"(0, 1)",6
1045,"((1, 0, 0), (-1, -1, 1), (1, 0, 0))",0,"(0, 1)",5
1046,"((1, 0, 0), (-1, -1, 1), (-1, 1, 1))",-2,"(0, 2)",7
1047,"((1, 0, 0), (-1, -1, 1), (-1, 1, 0))",2,"(0, 2)",6
1048,"((1, 0, 0), (-1, -1, 1), (0, 1, -1))",0,"(0, 1)",6
1049,"((1, 0, 0), (-1, -1, 1), (0, 1, 0))",0,"(0, 2)",5
1050,"((1, 0, 0), (-1, -1, 1), (-1, 0, 1))",2,"(0, 2)",6
1051,"((1, 0, 0), (-1, -1, 1), (0, -1, 1))",2,"(0, 2)",6
1052,"((1, 0, 0), (-1, -1, 1), (0, 0, 1))",0,"(0, 2)",5
1053,"((1, 0, 0), (-1, -1, 1), (0, 0, 0))",2,"(0, 2)",4
1054,"((1, 0, 0), (-1, 0, 1), (-1, 1, -1))",2,"(0, 1)",6
1055,"((1, 0, 0), (-1, 0, 1), (-1, 1, 0))",2,"(0, 1)",5
1056,"((1, 0, 0), (-1, 0, 1), (-1, -1, 1))",2,"(0, 1)",6
1057,"((1, 0, 0), (-1, 0, 1), (-1, 0, 1))",2,"(0, 1)",5
1058,"((1, 0, 0), (-1, 0, 1), (-1, 0, 0))",2,"(0, 1)",4
1059,"((1, 0, 0), (-1, 0, 1), (1, -1, -1))",2,"(0, 2)",6
1060,"((1, 0, 0), (-1, 0, 1), (1, -1, 0))",0,"(0, 2)",5
1061,"((1, 0, 0), (-1, 0, 1), (0, -1, 1))",2,"(0, 1)",5
1062,"((1, 0, 0), (-1, 0, 1), (0, -1, 0))",2,"(0, 2)",4
1063,"((1, 0, 0), (-1, 0, 1), (1, 0, -1))",0,"(0, 1)",5
1064,"((1, 0, 0), (-1, 0, 1), (0, 1, -1))",0,"(0, 1)",5
1065,"((1, 0, 0), (-1, 0, 1), (0, 0, -1))",0,"(0, 1)",4
1066,"((1, 0, 0), (-1, 0, 1), (0, 0, 0))",0,"(0, 2)",3
1067,"((1, 0, 0), (-1, -1, 0), (1, 1, -1))",0,"(1, 2)",6
1068,"((1, 0, 0), (-1, -1, 0), (1, 1, 0))",-2,"(1, 2)",5
1069,"((1, 0, 0), (-1, -1, 0), (1, -1, 1))",-2,"(0, 1)",6
1070,"((1, 0, 0), (-1, -1, 0), (1, 0, 1))",-2,"(1, 2)",5
1071,"((1, 0, 0), (-1, -1, 0), (1, 0, 0))",0,"(1, 2)",4
1072,"((1, 0, 0), (-1, 0, -1), (1, 1, -1))",-2,"(0, 1)",6
1073,"((1, 0, 0), (-1, 0, -1), (1, 1, 0))",-2,"(1, 1)",5
1074,"((1, 0, 0), (-1, 0, -1), (1, -1, 1))",2,"(1, 1)",6
1075,"((1, 0, 0), (-1, 0, -1), (1, 0, 1))",-2,"(1, 1)",5
1076,"((1, 0, 0), (-1, 0, -1), (1, 0, 0))",2,"(1, 1)",4
1077,"((1, 0, 0), (-1, 0, 0), (1, -1, 1))",-2,"(1, 1)",5
1078,"((1, 0, 0), (-1, 0, 0), (1, -1, 0))",2,"(0, 2)",4
1079,"((1, 0, 0), (-1, 0, 0), (1, 1, -1))",-2,"(1, 2)",5
1080,"((1, 0, 0), (-1, 0, 0), (1, 0, -1))",2,"(0, 2)",4
1081,"((1, 0, 0), (-1, 0, 0), (1, 0, 0))",0,"(1, 1)",3
1082,"((1, 0, 0), (-1, -1, 0), (-1, 1, 1))",-2,"(0, 1)",6
1083,"((1, 0, 0), (-1, -1, 0), (0, 1, 1))",-2,"(1, 2)",5
1084,"((1, 0, 0), (-1, -1, 0), (0, 1, 0))",0,"(1, 2)",4
1085,"((1, 0, 0), (-1, 0, -1), (-1, 1, 1))",2,"(1, 1)",6
1086,"((1, 0, 0), (-1, 0, -1), (0, 1, 1))",-2,"(1, 1)",5
1087,"((1, 0, 0), (-1, 0, -1), (0, 1, 0))",2,"(1, 1)",4
1088,"((1, 0, 0), (-1, 0, 0), (-1, 1, 1))",-2,"(1, 1)",5
1089,"((1, 0, 0), (-1, 0, 0), (-1, 1, 0))",2,"(0, 1)",4
1090,"((1, 0, 0), (-1, 0, 0), (0, 1, -1))",2,"(0, 1)",4
1091,"((1, 0, 0), (-1, 0, 0), (0, 1, 0))",0,"(1, 1)",3
1092,"((1, 0, 0), (-1, -1, 0), (0, 0, 1))",0,"(1, 2)",4
1093,"((1, 0, 0), (-1, 0, -1), (0, 0, 1))",2,"(1, 1)",4
1094,"((1, 0, 0), (-1, 0, 0), (-1, 0, 1))",2,"(0, 1)",4
1095,"((1, 0, 0), (-1, 0, 0), (0, -1, 1))",2,"(0, 1)",4
1096,"((1, 0, 0), (-1, 0, 0), (0, 0, 1))",0,"(1, 1)",3
1097,"((1, 0, 0), (-1, 0, 0), (0, 0, 0))",2,"(0, 1)",2
1098,"((1, 1, 0), (1, -1, -1), (-1, 1, -1))",2,"(0, 2)",8
1099,"((1, 1, 0), (1, -1, -1), (-1, 1, 0))",-2,"(0, 2)",7
1100,"((1, 1, 0), (1, -1, -1), (-1, -1, 1))",2,"(0, 2)",8
1101,"((1, 1, 0), (1, -1, -1), (-1, 0, 1))",-2,"(0, 2)",7
1102,"((1, 1, 0), (1, -1, -1), (-1, 0, 0))",2,"(0, 2)",6
1103,"((1, 1, 0), (1, -1, -1), (0, -1, 1))",2,"(0, 2)",7
1104,"((1, 1, 0), (1, -1, -1), (0, -1, 0))",2,"(0, 2)",6
1105,"((1, 1, 0), (1, -1, -1), (0, 1, -1))",-2,"(0, 2)",7
1106,"((1, 1, 0), (1, -1, -1), (0, 0, -1))",2,"(0, 2)",6
1107,"((1, 1, 0), (1, -1, -1), (0, 0, 0))",2,"(0, 2)",5
1108,"((1, 1, 0), (0, -1, -1), (1, -1, 1))",-2,"(1, 0)",7
1109,"((1, 1, 0), (0, -1, -1), (1, -1, 0))",2,"(0, 2)",6
1110,"((1, 1, 0), (0, -1, -1), (1, 1, -1))",-2,"(0, 2)",7
1111,"((1, 1, 0), (0, -1, -1), (1, 0, -1))",2,"(0, 2)",6
1112,"((1, 1, 0), (0, -1, -1), (1, 0, 0))",-2,"(1, 0)",5
1113,"((1, 1, 0), (0, -1, -1), (-1, 1, 1))",-2,"(0, 2)",7
1114,"((1, 1, 0), (0, -1, -1), (-1, 1, 0))",2,"(0, 2)",6
1115,"((1, 1, 0), (0, -1, -1), (0, 1, -1))",2,"(0, 2)",6
1116,"((1, 1, 0), (0, -1, -1), (0, 1, 0))",-2,"(0, 2)",5
1117,"((1, 1, 0), (0, -1, -1), (-1, 0, 1))",2,"(0, 2)",6
1118,"((1, 1, 0), (0, -1, -1), (0, -1, 1))",2,"(0, 2)",6
1119,"((1, 1, 0), (0, -1, -1), (0, 0, 1))",-2,"(0, 2)",5
1120,"((1, 1, 0), (0, -1, -1), (0, 0, 0))",2,"(0, 2)",4
1121,"((1, 1, 0), (1, -1, 1), (-1, -1, 0))",-2,"(0, 2)",7
1122,"((1, 1, 0), (1, -1, 0), (-1, -1, 1))",-2,"(0, 2)",7
1123,"((1, 1, 0), (1, -1, 0), (-1, -1, 0))",2,"(0, 2)",6
1124,"((1, 1, 0), (1, -1, 1), (-1, 0, -1))",-2,"(0, 2)",7
1125,"((1, 1, 0), (1, -1, 0), (-1, 1, -1))",-2,"(0, 2)",7
1126,"((1, 1, 0), (1, -1, 0), (-1, 0, -1))",2,"(0, 2)",6
1127,"((1, 1, 0), (1, -1, 0), (-1, 0, 0))",-2,"(0, 2)",5
1128,"((1, 1, 0), (0, -1, 1), (-1, -1, 1))",-2,"(0, 2)",7
1129,"((1, 1, 0), (0, -1, 1), (-1, -1, 0))",2,"(0, 2)",6
1130,"((1, 1, 0), (0, -1, 1), (-1, 1, -1))",-2,"(0, 2)",7
1131,"((1, 1, 0), (0, -1, 1), (-1, 0, -1))",2,"(0, 2)",6
1132,"((1, 1, 0), (0, -1, 1), (-1, 0, 0))",-2,"(0, 2)",5
1133,"((1, 1, 0), (0, -1, 0), (-1, 1, -1))",2,"(0, 2)",6
1134,"((1, 1, 0), (0, -1, 0), (-1, 1, 0))",-2,"(0, 2)",5
1135,"((1, 1, 0), (0, -1, 0), (-1, -1, 1))",2,"(0, 2)",6
1136,"((1, 1, 0), (0, -1, 0), (-1, 0, 1))",-2,"(0, 2)",5
1137,"((1, 1, 0), (0, -1, 0), (-1, 0, 0))",2,"(0, 2)",4
1138,"((1, 1, 0), (1, -1, 1), (0, -1, -1))",-2,"(2, 0)",7
